seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_18284	9755	5	N	N	1	*	*,18284,*
contig_24305	9754	6	N	N	1	*	*,24305,*
contig_20061	9753	3	N	N	1	*	*,20061,*
contig_10719	9752	8	N	N	1	*	*,10719,*
contig_24595	9751	6	N	N	1	*	*,24595,*
contig_12176	9751	6	N	N	1	*	*,12176,*
contig_23320	9743	4	N	N	1	*	*,23320,*
contig_21650	9742	5	N	N	1	*	*,21650,*
contig_6373	9741	14	N	N	1	*	-4238,6413,6415,6418,6419,6421,-6402,6373,6374,6374,6375
contig_22372	9740	4	N	N	1	*	*,22372,*
contig_7769	9739	61	N	Y	3	5204	*,7769,*
contig_22755	9739	5	N	N	1	*	*,22755,*
contig_9494	9738	6	N	N	1	*	*,9494,*
contig_8852	9738	3	N	N	1	*	*,8852,*
contig_24293	9738	4	N	N	1	*	*,24293,*
contig_15056	9736	8	N	N	1	*	*,15056,*
contig_10111	9736	3	N	N	1	*	*,10111,*
contig_7581	9735	4	N	N	1	*	*,7581,*
contig_18759	9735	7	N	N	1	*	*,18759,*
contig_20156	9734	3	N	N	1	*	*,20156,*
contig_10255	9733	5	N	N	1	*	7118,-15461,-10253,10249,10255,10256,10258
contig_15310	9733	5	N	N	1	*	*,15310,*
contig_25936	9731	9	N	N	1	*	*,25936,*
contig_9455	9730	6	N	N	1	*	*,9455,*
contig_21266	9729	16	N	N	1	*	*,11329,21266,-6162
contig_24455	9729	3	N	N	1	*	*,24455,*
contig_16445	9727	7	N	N	1	*	*,16445,*
contig_4426	9726	3	N	N	1	*	*,4426,*
contig_25795	9724	4	N	N	1	*	*,25795,*
contig_1791	9720	12	N	N	1	*	1791
contig_9590	9720	3	N	N	1	*	*,9590,*
contig_6366	9718	11	N	N	1	*	-6363,6366,24527,*
contig_25467	9718	48	N	N	2	*	25466,25467
contig_14302	9717	4	N	N	1	*	*,14302,*
contig_23155	9716	5	N	N	1	*	*,23155,*
contig_25402	9711	5	N	Y	1	876	*,25402,*
contig_23878	9709	5	N	N	1	*	*,23878,*
contig_5965	9708	5	N	N	1	*	*,5965,*
contig_9938	9707	6	N	N	2	*	*,9938,*
contig_17053	9707	4	N	N	1	*	*,17053,*
contig_22788	9706	4	N	N	1	*	*,22788,*
contig_22358	9705	3	N	N	1	*	*,22358,*
contig_21928	9704	3	N	N	1	*	*,21928,*
contig_24439	9703	7	N	N	1	*	*,24439,*
contig_10722	9703	3	N	N	1	*	*,10722,*
contig_25344	9702	6	N	N	1	*	*,25344,*
contig_3584	9701	5	N	N	1	*	*,3584,*
contig_25909	9700	8	N	N	1	*	*,25909,*
contig_25506	9699	150	N	Y	7	4366	*,25506
contig_24575	9696	5	N	N	1	*	*,24575,*
contig_501	9692	6	N	N	1	*	461,501,*
contig_17415	9692	6	N	N	1	*	*,17415,*
contig_24309	9691	5	N	N	1	*	*,24309,*
contig_12610	9689	5	N	N	1	*	*,12610,*
contig_19999	9688	8	N	N	1	*	*,19999,*
contig_21016	9687	5	N	N	1	*	*,21016,*
contig_25544	9681	32	Y	N	1	*	25544
contig_10470	9679	4	N	N	1	*	*,10470,*
contig_8942	9677	4	N	N	1	*	*,8942,*
contig_19909	9675	4	N	N	1	*	*,19909,*
contig_5620	9674	23	N	N	1	*	-5608,-5596,-5599,-5598,-5597,-24040,5620,-5611,-5607,-5607
contig_12591	9674	3	N	N	1	*	*,12591,*
contig_25884	9672	4	N	N	1	*	*,25884,*
contig_14394	9671	7	N	N	1	*	*,14394,*
contig_16904	9670	3	N	N	1	*	*,16904,*
contig_10526	9670	9	N	N	1	*	*,10526,*
contig_23071	9666	4	N	N	1	*	*,23071,*
contig_7838	9665	4	N	N	1	*	*,7838,*
contig_6463	9663	30	N	Y	1	*	6463
contig_16823	9660	3	N	N	1	*	*,16823,*
contig_25515	9659	11	N	N	1	*	2945,25515,-15734,*
contig_22901	9659	4	N	N	1	*	*,22901,*
contig_11222	9659	4	N	N	1	*	*,11222,*
contig_16920	9658	3	N	N	1	*	*,16920,*
contig_24210	9655	7	N	N	1	*	*,24210,*
contig_10082	9654	5	N	N	1	*	*,10082,*
contig_18489	9653	3	N	N	1	*	*,18489,*
contig_22268	9653	3	N	N	1	*	*,22268,*
contig_5895	9652	7	N	N	1	*	*,5895,*
contig_11179	9651	9	N	N	1	*	*,11179,*
contig_24306	9650	7	N	N	1	*	*,24306,*
contig_15993	9649	6	N	N	1	*	*,15993,*
contig_10600	9646	6	N	N	1	*	*,10600,*
contig_4718	9646	4	N	N	1	*	*,4718,*
contig_23659	9643	5	N	N	1	*	*,23659,*
contig_25945	9642	6	N	N	1	*	*,25945,*
contig_22107	9641	6	N	N	1	*	*,22107,*
contig_22508	9640	6	N	N	1	*	*,22508,*
contig_23418	9639	7	N	N	1	*	*,23418,*
contig_17436	9637	6	N	N	1	*	*,17436,*
contig_6304	9637	4	N	N	1	*	*,6304,*
contig_17531	9637	6	N	N	1	*	*,17531,*
contig_5919	9637	5	N	N	1	*	*,5919,*
contig_10769	9637	8	N	N	1	*	*,10769,*
contig_11898	9636	3	N	N	1	*	*,11898,*
contig_19848	9634	3	N	N	1	*	*,19848,*
contig_7483	9633	5	N	N	1	*	*,7483,*
contig_7530	9631	29	N	Y	1	*	7530
contig_13436	9631	8	N	N	1	*	*,13436,*
contig_9469	9630	5	N	N	1	*	*,9469,*
contig_18989	9626	5	N	N	1	*	*,18989,*
contig_23037	9626	3	N	N	1	*	*,23037,*
contig_9838	9626	4	N	N	1	*	*,9838,*
contig_16760	9626	3	N	N	1	*	*,16760,*
contig_5183	9625	19	N	Y	1	98	*,5183,*
contig_20511	9625	10	N	N	1	*	*,20511,*
contig_14319	9624	5	N	N	1	*	*,14319,*
contig_13687	9622	5	N	N	1	*	*,13687,*
contig_21013	9621	8	N	N	1	*	*,21013,*
contig_8865	9620	5	N	N	1	*	*,8865,*
contig_17615	9620	3	N	N	1	*	*,17615,*
contig_9637	9620	3	N	N	1	*	*,9637,*
contig_17463	9619	3	N	N	1	*	*,17463,*
contig_7966	9619	7	N	N	1	*	*,7966,*
contig_23120	9618	4	N	N	1	*	*,23120,*
contig_25819	9618	9	N	N	1	*	*,25819,*
contig_17067	9616	6	N	N	1	*	*,17067,*
contig_1959	9615	4	N	N	1	*	*,1959,*
contig_23087	9614	9	N	N	1	*	*,23087,*
contig_3504	9613	3	N	N	1	*	*,3504,*
contig_932	9612	4	N	N	1	*	*,932,*
contig_12834	9610	9	N	N	2	*	*,12834,*
contig_20274	9610	3	Y	Y	1	*	20274
contig_3549	9609	3	N	N	1	*	*,3549,*
contig_19476	9607	3	N	N	1	*	*,19476,*
contig_12416	9606	4	N	N	1	*	*,12416,*
contig_25787	9604	4	N	N	1	*	*,25787,*
contig_22618	9602	4	N	N	1	*	*,22618,*
contig_12601	9601	3	N	N	1	*	*,12601,*
contig_3530	9601	5	N	N	1	*	*,3530,*
contig_14281	9600	3	N	N	1	*	*,14281,*
contig_17985	9592	4	N	N	1	*	*,17985,*
contig_9198	9590	6	N	N	1	*	*,9198,*
contig_14847	9588	3	N	N	1	*	*,14847,*
contig_24517	9587	5	N	N	1	*	*,24517,*
contig_9797	9587	8	N	N	1	*	9797,1383
contig_24700	9583	6	N	N	1	*	*,24700,*
contig_11796	9582	14	N	N	1	*	*,11796,*
contig_22270	9581	20	N	N	1	*	*,22270,*
contig_16478	9581	4	N	N	1	*	*,16478,*
contig_5979	9581	10	N	N	1	*	*,5979,*
contig_6686	9581	5	N	N	1	*	*,6686,*
contig_4448	9580	6	N	N	1	*	*,4448,*
contig_13307	9580	5	N	N	1	*	*,13307,*
contig_17231	9580	3	N	N	1	*	*,17231,*
contig_24568	9579	5	N	N	1	*	*,24568,*
contig_12280	9578	3	N	N	1	*	*,12280,*
contig_13043	9576	3	N	N	1	*	*,13043,*
contig_22111	9573	5	N	N	1	*	*,22111,*
contig_16128	9573	3	N	N	1	*	*,16128,*
contig_22587	9571	4	N	N	1	*	*,22587,*
contig_9960	9569	4	N	N	1	*	*,9960,*
contig_23011	9567	4	N	N	1	*	*,23011,*
contig_3955	9562	12	N	Y	1	*	3955
contig_20140	9562	4	N	N	1	*	*,20140,*
contig_20364	9560	3	N	N	1	*	*,20364,*
contig_12147	9560	10	N	N	2	*	*,12147,*
contig_22883	9558	4	N	N	1	*	*,22883,*
contig_19079	9557	3	N	N	1	*	*,19079,*
contig_3871	9557	5	N	N	1	*	*,3871,*
contig_10144	9557	5	N	N	1	*	-10139,-10133,10144,-6806,6797,6797,6797,6797,6797,6797,6797,6797,6797
contig_20370	9556	5	N	N	1	*	*,20370,*
contig_17737	9555	6	N	N	1	*	*,17737,*
contig_18629	9553	4	N	N	1	*	*,18629,*
contig_21527	9553	4	N	N	1	*	*,21527,*
contig_1924	9553	3	N	N	1	*	*,1924,*
contig_21507	9553	4	N	N	1	*	*,21507,*
contig_17056	9552	11	N	N	1	*	*,17056,*
contig_22995	9550	9	N	N	1	*	*,22995,*
contig_22821	9550	7	N	N	1	*	*,22821,*
contig_17065	9550	4	N	N	1	*	*,17065,*
contig_482	9549	8	N	N	1	*	415,-356,-355,-354,482,-23451
contig_23827	9548	10	N	N	2	*	*,23827,*
contig_1208	9546	5	N	N	1	*	*,1208,*
contig_1775	9541	13	N	Y	1	*	1775
contig_8515	9541	5	N	N	1	*	*,8515,*
contig_19273	9539	5	N	N	1	*	*,19273,*
contig_10905	9539	3	N	N	1	*	*,10905,*
contig_18159	9538	3	N	N	1	*	*,18159,*
contig_20031	9538	5	N	N	1	*	*,20031,*
contig_17248	9537	7	N	N	1	*	*,17248,*
contig_8277	9537	9	N	N	1	*	*,8277,*
contig_15194	9536	5	N	N	1	*	*,15194,*
contig_21191	9536	3	N	N	1	*	*,21191,*
contig_15452	9535	9	N	N	2	*	*,15452,*
contig_7411	9533	7	N	N	1	*	*,7411,*
contig_8181	9532	4	N	N	1	*	*,8181,*
contig_19019	9532	3	N	N	1	*	*,19019,*
contig_15024	9529	3	N	N	1	*	*,15024,*
contig_19927	9529	3	N	N	1	*	*,19927,*
contig_5566	9529	17	N	N	1	*	5566
contig_19713	9527	12	N	N	1	*	*,19713,*
contig_13789	9527	11	N	Y	1	5560	*,13789,*
contig_15763	9526	6	N	N	1	*	*,15763,*
contig_24338	9526	6	N	N	1	*	*,24338,*
contig_3494	9525	6	N	N	1	*	*,3494,*
contig_24523	9524	5	N	N	1	*	*,24523,*
contig_15832	9523	3	N	N	1	*	*,15832,*
contig_7704	9523	9	N	N	1	*	*,7704,*
contig_16184	9521	7	N	N	1	*	*,16184,*
contig_9920	9521	6	N	N	1	*	*,9920,*
contig_9465	9520	9	N	N	1	*	9461,9465,-6288,-6283
contig_25300	9518	7	N	N	1	*	*,25300,*
contig_6188	9516	4	N	N	1	*	*,6188,*
contig_9877	9516	3	N	N	1	*	*,9877,*
contig_24702	9514	4	N	N	1	*	*,24702,*
contig_13657	9513	8	N	N	1	*	*,13657,*
contig_9038	9511	6	N	N	1	*	*,9038,*
contig_5817	9510	6	N	N	1	*	*,5817,*
contig_21313	9509	5	N	N	1	*	*,21313,*
contig_16070	9508	4	N	N	1	*	*,16070,*
contig_21044	9507	4	N	N	1	*	*,21044,*
contig_12485	9507	4	N	N	1	*	*,12485,*
contig_8221	9507	5	N	N	1	*	*,8221,*
contig_7318	9506	20	N	N	2	*	*,7316,7318,6343
contig_15770	9506	5	N	N	1	*	*,15770,*
contig_4470	9504	20	N	Y	1	5804	*,4470,*
contig_18256	9504	3	N	N	1	*	*,18256,*
contig_4970	9504	7	N	N	1	*	*,4970,*
contig_17473	9503	4	N	N	1	*	*,17473,*
contig_16534	9502	5	N	N	1	*	*,16534,*
contig_17006	9502	4	N	N	1	*	*,17006,*
contig_9105	9501	6	N	N	1	*	9105
contig_22588	9500	4	N	N	1	*	*,22588,*
contig_13211	9498	7	N	N	1	*	*,13211,*
contig_11115	9498	3	N	N	1	*	*,11115,*
contig_13136	9497	10	N	N	1	*	*,13136,*
contig_9246	9496	4	N	N	1	*	*,9246,*
contig_12961	9496	6	N	N	1	*	*,12961,*
contig_14455	9495	10	N	N	1	*	*,14455,*
contig_8320	9494	6	N	N	1	*	*,8320,*
contig_13860	9493	5	N	N	1	*	*,13860,*
contig_6179	9492	10	N	N	2	*	-6183,-24127,-6176,6179,-6185,-6184,-6183
contig_2033	9492	16	N	N	1	*	2014,23621,2014,2007,2033,23742
contig_8217	9492	4	N	N	1	*	*,8217,*
contig_7223	9490	30	N	Y	1	5934	*,7223,*
contig_23393	9489	4	N	N	1	*	*,23393,*
contig_19157	9487	3	N	N	1	*	*,19157,*
contig_23537	9487	8	N	N	1	*	*,23537,*
contig_18518	9486	3	N	N	1	*	*,18518,*
contig_24286	9482	3	N	N	1	*	*,24286,*
contig_21355	9479	3	N	N	1	*	*,21355,*
contig_3527	9479	8	N	N	1	*	*,3527,*
contig_14731	9476	11	N	Y	1	*	14731
contig_22351	9476	3	N	N	1	*	*,22351,*
contig_24215	9476	3	N	Y	1	5122	*,24215,*
contig_24707	9473	5	N	N	1	*	*,24707,*
contig_25716	9471	4	N	N	1	*	*,25716,*
contig_17216	9471	3	N	N	1	*	*,17216,*
contig_5402	9470	94	N	Y	4	5946	*,5402
contig_16557	9466	4	N	N	1	*	*,16557,*
contig_5118	9466	16	N	N	1	*	-5116,5118,*
contig_25314	9464	4	N	N	1	*	*,25314,*
contig_22920	9463	5	N	N	1	*	*,22920,*
contig_16336	9461	3	N	N	1	*	*,16336,*
contig_11663	9460	4	N	N	1	*	*,11663,*
contig_5100	9460	4	N	N	1	*	*,5100,*
contig_12811	9459	8	N	N	1	*	*,12811,*
contig_13758	9459	4	N	N	1	*	*,13758,*
contig_19715	9459	3	N	N	1	*	*,19715,*
contig_24029	9459	3	N	N	1	*	*,24029,*
contig_9079	9458	5	N	N	1	*	*,9079,*
contig_676	9457	3	N	Y	1	*	676
contig_9774	9455	6	N	N	1	*	*,9774,*
contig_21791	9454	3	N	N	1	*	*,21791,*
contig_18724	9453	4	N	N	1	*	*,18724,*
contig_21511	9452	4	N	N	1	*	*,21511,*
contig_17687	9451	11	N	N	1	*	*,17687,*
contig_18713	9451	3	N	N	1	*	*,18713,*
contig_10008	9450	5	N	N	1	*	20407,10008,-9472,9476
contig_12026	9450	8	N	N	1	*	*,12026,*
contig_13888	9449	3	N	N	1	*	*,13888,*
contig_22036	9449	3	N	N	1	*	*,22036,*
contig_21604	9448	4	N	N	1	*	*,21604,*
contig_6551	9447	4	N	N	1	*	*,6551,*
contig_22756	9446	4	N	N	1	*	*,22756,*
contig_20431	9445	3	N	N	1	*	*,20431,*
contig_5029	9444	6	N	N	1	*	*,5029,*
contig_10565	9444	3	N	N	1	*	*,10565,*
contig_9946	9444	4	N	N	1	*	*,9946,*
contig_13638	9443	4	N	N	1	*	*,13638,*
contig_14358	9442	4	N	N	1	*	*,14358,*
contig_21575	9441	7	N	N	1	*	*,21575,*
contig_10038	9441	8	N	N	2	*	*,10038,*
contig_13698	9440	3	N	N	1	*	*,13698,*
contig_4132	9440	26	N	N	5	*	4132,4179,4179,4180,4181,4182,4182,4183,4183,4197,4847,4848,4849
contig_16113	9437	4	N	N	1	*	*,16113,*
contig_8681	9437	3	N	N	1	*	*,8681,*
contig_5731	9436	10	N	N	1	*	*,5731,*
contig_22723	9434	10	N	N	1	*	*,22723,*
contig_25675	9434	6	N	N	1	*	*,25675,*
contig_10083	9431	3	N	N	1	*	*,10083,*
contig_912	9429	21	N	Y	1	5942	*,912,*
contig_21034	9429	3	N	N	1	*	*,21034,*
contig_22517	9428	4	N	N	1	*	*,22517,*
contig_16125	9426	8	N	N	1	*	*,16125,*
contig_956	9426	6	N	N	1	*	*,956,*
contig_759	9426	8	N	N	1	*	*,759,*
contig_18673	9426	3	N	N	1	*	*,18673,*
contig_14550	9425	4	N	N	1	*	*,14550,*
contig_314	9424	25	N	Y	1	*	314
contig_24214	9423	3	N	N	1	*	*,24214,*
contig_15937	9422	10	N	N	2	*	*,15937,*
contig_25086	9422	11	N	N	1	*	*,25086,*
contig_16939	9422	5	N	N	1	*	*,16939,*
contig_25775	9421	7	N	N	1	*	*,25775,*
contig_9589	9421	5	N	N	1	*	*,9589,*
contig_13140	9421	8	N	N	1	*	*,13140,*
contig_16784	9420	4	N	N	1	*	*,16784,13553
contig_8189	9420	4	N	N	1	*	*,8189,*
contig_17172	9418	4	N	N	1	*	*,17172,*
contig_12151	9416	3	N	N	1	*	*,12151,*
contig_25197	9415	6	N	N	1	*	*,25197,*
contig_7449	9415	5	N	N	1	*	*,7449,*
contig_24264	9415	12	N	N	1	*	*,24264,*
contig_19556	9415	3	N	N	1	*	*,19556,*
contig_15904	9414	4	N	N	1	*	*,15904,*
contig_21812	9414	6	N	N	1	*	*,21812,*
contig_19840	9413	5	N	N	1	*	*,19840,*
contig_23400	9412	3	N	N	1	*	*,23400,*
contig_22174	9409	13	N	N	1	*	*,22174,*
contig_3751	9406	3	N	N	1	*	*,3751,*
contig_10536	9405	5	N	Y	1	4820	*,10536
contig_15594	9404	5	N	N	1	*	*,15594,*
contig_5617	9403	62	N	N	3	*	5617,-5604,-5595,-5608
contig_12871	9403	13	N	N	1	*	*,12871,*
contig_22317	9401	5	N	N	1	*	*,22317,*
contig_17082	9398	3	N	N	1	*	*,17082,*
contig_18150	9396	21	N	N	1	*	*,18150,*
contig_17269	9395	6	N	N	1	*	*,17269,*
contig_5500	9393	5	N	N	1	*	*,5500,*
contig_25265	9391	5	N	N	1	*	*,25265,*
contig_767	9390	12	N	Y	1	4534	*,767,*
contig_11545	9388	5	N	N	1	*	*,11545,*
contig_16608	9388	8	N	N	1	*	*,16608,*
contig_17563	9387	4	N	N	1	*	*,17563,*
contig_11112	9387	25	N	N	1	*	*,11112,*
contig_22849	9384	4	N	N	1	*	*,22849,*
contig_6802	9379	5	N	N	1	*	*,6802,10132,10133,10136,10139
contig_24024	9378	30	N	Y	30	5018	*,24024,*
contig_20054	9378	6	N	N	1	*	*,20054,*
contig_25972	9377	4	N	N	1	*	*,25972,*
contig_9451	9376	4	N	N	1	*	*,9451,*
contig_12778	9375	3	N	N	1	*	*,12778,*
contig_8949	9374	9	N	N	1	*	*,8949,*
contig_11183	9371	4	N	N	1	*	*,11183,*
contig_8644	9371	4	N	N	1	*	*,8644,*
contig_6029	9371	5	N	N	1	*	*,6029,*
contig_8513	9370	5	N	N	1	*	*,8513,*
contig_19346	9370	3	N	N	1	*	*,19346,*
contig_14235	9369	4	N	N	1	*	*,14235,*
contig_2049	9368	4	N	N	1	*	*,2049,*
contig_19938	9368	3	N	N	1	*	*,19938,*
contig_14901	9365	4	N	N	1	*	*,14901,*
contig_5815	9362	4	N	N	1	*	*,5815,*
contig_9475	9361	10	N	N	1	*	*,9475,*
contig_13315	9361	4	N	N	1	*	*,13315,*
contig_11482	9360	7	N	N	1	*	*,11482,*
contig_22010	9360	7	N	N	1	*	*,22010,*
contig_2508	9360	5	N	N	1	*	*,2508,*
contig_25571	9359	5	N	N	1	*	*,25571,*
contig_12179	9354	5	N	N	1	*	*,12179,*
contig_25448	9353	4	N	N	1	*	*,25448,*
contig_12034	9352	3	N	N	1	*	*,12034,*
contig_23434	9350	11	N	N	1	*	156,157,127,115,99,100,23434,1144,1143,1138,1139,1140,1146
contig_1433	9350	5	N	N	1	*	*,1433,*
contig_17787	9349	4	N	N	1	*	*,17787,*
contig_21225	9346	5	N	N	1	*	*,21225,*
contig_22324	9346	3	N	N	1	*	*,22324,*
contig_21972	9345	7	N	N	1	*	*,21972,*
contig_11764	9339	4	N	N	1	*	*,11764,*
contig_15642	9338	4	N	N	1	*	*,15642,*
contig_16389	9338	3	N	N	1	*	*,16389,*
contig_12608	9337	5	N	N	1	*	*,12608,*
contig_4496	9336	6	N	N	1	*	*,4496,*
contig_16828	9335	10	N	N	1	*	*,16828,*
contig_16441	9334	5	N	N	1	*	*,16441,*
contig_20993	9332	4	N	N	1	*	*,20993,*
contig_2202	9330	6	N	N	1	*	*,2202,*
contig_7320	9327	5	N	N	1	*	*,7320,*
contig_14464	9327	7	N	N	1	*	*,14464,*
contig_8936	9327	4	N	N	1	*	*,8936,*
contig_18470	9325	3	N	N	1	*	*,18470,*
contig_8692	9324	10	N	N	1	*	8690,8691,8692
contig_15684	9323	4	N	N	1	*	*,15684,*
contig_10990	9321	3	N	N	1	*	*,10990,*
contig_12206	9320	4	N	N	1	*	*,12206,*
contig_20147	9319	3	N	N	1	*	*,20147,*
contig_22573	9319	4	N	N	1	*	*,22573,*
contig_14951	9318	5	N	N	1	*	*,14951,*
contig_14013	9318	6	N	N	1	*	*,14013,*
contig_2420	9317	19	N	N	1	*	*,2420,*
contig_7415	9314	5	N	N	1	*	-7412,-7412,-7413,7415,-8970
contig_5113	9312	4	N	N	1	*	*,5113,*
contig_24911	9312	7	N	N	1	*	*,24911,*
contig_5349	9311	4	N	N	1	*	*,5349,*
contig_12792	9310	3	N	N	1	*	8968,9392,9392,9393,12792,-13848
contig_4962	9309	4	N	N	1	*	*,4962,*
contig_22555	9309	4	N	N	1	*	*,22555,*
contig_14728	9306	4	N	N	1	*	*,14728,*
contig_13389	9304	4	N	N	1	*	*,13389,*
contig_8527	9304	3	N	N	1	*	*,8527,*
contig_18904	9299	4	N	N	1	*	*,18904,*
contig_1190	9299	21	N	N	1	*	*,1190,*
contig_15094	9298	5	N	N	1	*	*,15094,*
contig_1920	9298	62	N	Y	3	2416	1920
contig_16731	9298	4	N	N	1	*	*,16731,*
contig_24883	9298	7	N	N	1	*	*,24883,*
contig_24992	9298	18	N	Y	1	*	*,24992
contig_18504	9297	3	N	N	1	*	*,18504,*
contig_19264	9295	3	N	N	1	*	*,19264,*
contig_3136	9295	13	N	N	1	*	*,3136,*
contig_6554	9295	5	N	N	1	*	*,6554,*
contig_17751	9294	4	N	N	1	*	*,17751,*
contig_837	9294	12	N	N	2	*	837,-5249
contig_21234	9294	3	N	N	1	*	*,21234,*
contig_9166	9293	8	Y	Y	1	2328	9166
contig_24881	9288	6	N	N	1	*	*,24881,*
contig_17432	9288	3	N	N	1	*	*,17432,*
contig_23996	9287	12	N	N	1	*	5275,23996
contig_3521	9285	4	N	N	1	*	*,3521,*
contig_234	9284	10	N	N	1	*	100,101,234,1139,1140,1146,1150,1152
contig_18206	9282	5	N	N	1	*	*,18206,*
contig_8168	9282	4	N	N	1	*	*,8168,*
contig_4342	9279	22	N	N	2	*	*,7316,7317,4314,4342,6343
contig_10559	9279	24	N	Y	1	5358	*,10559,*
contig_18551	9277	5	N	N	1	*	*,18551,*
contig_10953	9276	4	N	N	1	*	*,10953,*
contig_5649	9275	4	N	N	1	*	*,5649,*
contig_14405	9274	3	N	N	1	*	*,14405,*
contig_11679	9273	4	N	N	1	*	*,11679,*
contig_18485	9273	5	N	N	1	*	*,18485,*
contig_19043	9272	4	N	N	1	*	*,19043,*
contig_21997	9271	5	N	N	1	*	*,21997,*
contig_19381	9270	3	N	N	1	*	*,19381,*
contig_19739	9269	8	N	N	1	*	*,19739,*
contig_17428	9266	8	N	N	2	*	*,17428,*
contig_22655	9263	6	N	N	1	*	*,22655,*
contig_4459	9262	17	N	N	1	*	-4461,4453,4459,-5175
contig_24584	9255	9	N	N	1	*	*,24584,*
contig_19809	9255	5	N	N	1	*	*,19809,*
contig_11942	9252	3	N	N	1	*	*,11942,*
contig_17447	9251	3	N	N	1	*	*,17447,*
contig_13930	9250	10	N	N	1	*	*,13930,*
contig_19055	9250	5	N	N	1	*	*,19055,*
contig_4172	9249	3	N	Y	1	*	*,4172,*
contig_11824	9249	3	N	N	1	*	*,11824,*
contig_10162	9249	5	N	N	1	*	*,10162,*
contig_7387	9248	3	N	N	1	*	*,7387,*
contig_24947	9247	7	N	N	1	*	*,24947,*
contig_56	9244	8	Y	N	1	*	56
contig_21984	9244	7	N	N	1	*	*,21984,*
contig_20571	9243	4	N	N	1	*	*,20571,*
contig_10095	9243	3	N	N	1	*	*,10095,*
contig_16215	9243	5	N	N	1	*	*,16215,*
contig_16895	9240	23	N	N	1	*	16895,-25182
contig_15195	9239	3	N	N	1	*	*,15195,*
contig_22509	9239	3	N	N	1	*	*,22509,*
contig_22652	9238	8	N	N	1	*	*,22652,*
contig_19787	9237	3	N	N	1	*	*,19787,*
contig_7989	9236	3	N	N	1	*	*,7989,*
contig_23425	9234	12	Y	N	1	*	23425
contig_14798	9234	3	N	N	1	*	*,14798,*
contig_22565	9233	5	N	N	1	*	*,22565,*
contig_7354	9231	7	N	N	1	*	7354
contig_10396	9231	4	N	N	1	*	*,10396,*
contig_20508	9229	5	N	N	1	*	*,20508,*
contig_17738	9228	5	N	N	1	*	*,17738,*
contig_22243	9226	3	N	N	1	*	*,22243,*
contig_20867	9226	3	N	N	1	*	*,20867,*
contig_21528	9226	3	N	N	1	*	*,21528,*
contig_9223	9226	7	N	N	1	*	*,9223,*
contig_3378	9224	16	N	Y	1	4916	*,3378,*
contig_11321	9224	5	N	N	1	*	*,11321,*
contig_24660	9220	10	N	N	1	*	*,24660,*
contig_13382	9219	7	N	N	1	*	*,13382,*
contig_15451	9217	4	N	N	1	*	*,15451,*
contig_7543	9216	4	N	N	1	*	*,7543,*
contig_22080	9216	4	N	N	1	*	*,22080,*
contig_13729	9214	3	N	N	1	*	*,13729,*
contig_6980	9213	4	N	N	1	*	*,6980,*
contig_9058	9213	6	N	Y	1	*	*,9058
contig_277	9211	16	N	N	2	*	-156,-186,277,-7874,*
contig_22154	9211	3	N	N	1	*	*,22154,*
contig_13552	9206	13	N	Y	1	490	*,13552,*
contig_17451	9206	4	N	N	1	*	*,17451,*
contig_11189	9204	4	N	N	1	*	*,11189,*
contig_1882	9203	5	N	N	1	*	*,1882,*
contig_22308	9200	4	N	N	1	*	*,22308,*
contig_15536	9200	5	N	N	1	*	*,15536,*
contig_10609	9200	13	N	N	1	*	*,10609,*
contig_17346	9194	6	N	N	1	*	*,17346,*
contig_10107	9194	4	N	N	1	*	*,10107,*
contig_10409	9192	7	N	N	1	*	*,10409,*
contig_23596	9190	15	N	N	1	*	*,23596,*
contig_11136	9190	9	N	N	1	*	*,11136,*
contig_15546	9189	5	N	N	1	*	*,15546,*
contig_18508	9187	6	N	N	1	*	*,18508,*
contig_21455	9186	4	N	N	1	*	*,21455,*
contig_12108	9184	8	N	N	2	*	*,12108,*
contig_1179	9184	9	N	N	2	*	1179,7929,7926,7926,7926,-276
contig_9285	9184	5	N	N	1	*	*,9285,*
contig_17215	9181	3	N	N	1	*	*,17215,*
contig_17360	9180	3	N	N	1	*	*,17360,*
contig_17232	9179	5	N	N	1	*	*,17232,*
contig_18828	9178	3	N	N	1	*	*,18828,*
contig_24269	9177	9	N	Y	1	5992	24269,*
contig_23329	9173	3	N	N	1	*	*,23329,*
contig_19714	9173	3	N	N	1	*	*,19714,*
contig_21917	9171	13	N	N	1	*	*,21917,*
contig_18866	9171	4	N	N	1	*	*,18866,*
contig_9254	9170	5	N	N	1	*	*,9254,*
contig_20876	9166	5	N	N	1	*	*,20876,*
contig_9095	9166	5	N	N	1	*	*,9095,*
contig_7036	9165	3	N	N	1	*	*,7036,*
contig_11155	9162	5	N	N	1	*	*,11155,*
contig_10103	9159	4	N	N	1	*	*,10103,*
contig_18677	9159	7	N	N	1	*	*,18677,*
contig_18091	9158	3	N	N	1	*	*,18091,*
contig_981	9153	5	N	N	1	*	*,981,*
contig_1029	9152	7	N	N	1	*	*,1029,*
contig_17392	9152	5	N	N	1	*	*,17392,*
contig_25494	9151	8	N	N	1	*	*,25494,-16391
contig_7355	9151	4	N	N	1	*	*,7355,*
