contigName	contigLen	totalAvgDepth	1_cov.bam	1_cov.bam-var	2_cov.bam	2_cov.bam-var
contig_13853	3405	2.2424	2.2427	0.754233	2.36252	3.53297
contig_597	2794	4.90469	4.90469	0.566757	11.6471	20.6416
contig_16430	3257	12.3032	12.3032	6.91058	8.2121	40.9394
contig_16070	9467	4.17838	4.17838	3.64565	5.65246	5.7724
contig_4717	3362	3.80604	3.80604	0.773622	5.56849	7.3298
contig_9523	13067	3.52473	3.52473	3.65711	3.27793	4.71027
contig_24876	11834	12.3314	12.3314	17.9334	8.32831	13.3298
contig_6715	4608	6.02266	6.02266	13.2547	6.32728	13.7432
contig_20302	5976	2.34827	2.34827	0.299471	1.81085	2.26263
contig_6087	1026	5.03767	5.03767	1.18372	43.4737	522.78
contig_25179	11656	2.69034	2.69042	1.81071	5.08691	7.49201
contig_25568	10076	3.40127	3.40127	1.44823	2.76214	5.42834
contig_18999	2918	3.87103	3.87103	2.80121	11.112	45.1881
contig_21031	2413	2.98144	2.98144	0.271093	1.41228	1.91795
contig_752	51641	8.90078	8.9008	11.6484	6.06904	13.2741
contig_15474	3094	8.26359	8.26359	83.0646	14.2738	266.021
contig_12841	7514	5.43034	5.43034	5.1305	8.21592	15.317
contig_24961	11685	5.32371	5.32371	3.19353	10.4846	13.3862
contig_25966	5357	2.29787	2.29787	1.24956	4.1135	6.00381
contig_21925	2323	3.52784	3.52784	2.95191	3.68431	7.54305
contig_16132	10266	5.09381	5.09381	2.59721	5.78045	8.77877
contig_21099	3225	1.3613	1.3613	0.239299	7.90927	14.927
contig_224	14928	13.5464	13.5464	33.78	13.1444	79.2028
contig_2769	1172	55.6086	55.6086	24.1209	68.7554	72.9939
contig_12836	3216	1.70026	1.70026	0.451397	4.015	5.81113
contig_8241	46951	6.98972	6.98972	7.08467	4.53044	6.95254
contig_8266	1149	0.998999	0.998999	0.001001	0.37037	0.299563
contig_4495	38006	10.0538	10.0538	38.4994	21.8858	317.973
contig_1876	8666	6.75716	6.75716	2.976	4.17027	11.959
contig_18685	7813	2.82579	2.82579	0.311987	2.10296	4.02544
contig_5239	1185	2.96039	2.96039	0.040015	14.9507	12.0547
contig_16380	28396	10.2938	10.2938	9.99575	16.8577	27.966
contig_20878	5927	3.51636	3.51636	1.67982	4.49334	6.5384
contig_8700	4301	4.2332	4.2332	2.95287	9.49289	17.2952
contig_23587	19108	10.1641	10.1641	12.7332	12.5762	39.0749
contig_19310	4924	1.25848	1.25848	0.41585	2.38479	6.32367
contig_22097	2783	2.38739	2.38739	0.693305	0.924041	1.06943
contig_11850	4338	3.00955	3.00955	1.04839	3.06901	5.34008
contig_24289	14833	8.167	8.167	4.89925	11.2651	17.6345
contig_20933	2276	2.19897	2.19897	0.196155	0.19285	0.235732
contig_20221	5495	3.00318	3.00318	0.440664	3.05369	2.69008
contig_25433	30747	2.72602	2.72602	1.42142	2.90777	5.33259
contig_10772	12938	5.3081	5.3081	4.17049	6.79152	8.77209
contig_8909	2125	0.958481	0.958481	0.0398157	2.29873	3.73236
contig_25905	7804	6.21178	6.21178	13.24	2.72354	7.59295
contig_13694	7677	7.12369	7.12369	5.01067	2.50737	3.62822
contig_16725	2830	2.91903	2.91903	0.0819115	1.92425	2.51871
contig_21929	14570	5.42136	5.42136	2.91654	4.81768	10.0046
contig_11324	25960	3.2315	3.2315	3.97991	5.00477	13.4633
contig_7865	1020	1.25287	1.25287	0.200656	5.45402	1.77176
contig_21890	2649	2.56222	2.56222	0.829882	2.48659	6.14821
contig_25808	4088	7.70493	7.70493	8.89536	19.2374	29.4144
contig_17346	9171	4.55437	4.55437	3.62099	2.43543	3.31518
contig_19432	3165	4.8272	4.8272	2.8484	6.88159	11.6922
contig_17022	3141	1.97024	1.97024	0.0288798	0.449348	1.65025
contig_9572	3535	6.08774	6.08774	6.11364	19.2136	61.8581
contig_19221	4476	2.79612	2.79612	2.20123	1.3657	2.61122
contig_21893	6113	3.74476	3.74476	0.939896	2.01627	4.81057
contig_20550	19922	4.84119	4.84119	5.24797	4.78662	8.2696
contig_14222	6602	3.56339	3.56339	2.25362	5.15856	10.2044
contig_21212	7616	2.31516	2.31516	0.430471	5.49437	8.26381
contig_6447	4290	10.7437	10.7437	6.95024	30.2196	77.7062
contig_8650	6081	3.25055	3.25055	0.698116	2.80206	3.95538
contig_21923	4253	2.32196	2.32196	1.88337	4.27614	7.32537
contig_10490	11138	6.95568	6.95568	6.3108	11.1706	19.8604
contig_914	6229	2.03076	2.03076	3.32881	9.07995	34.2987
contig_18979	2854	1.86612	1.86612	0.426761	6.71598	279.969
contig_20450	10710	2.94205	2.94205	0.685711	1.33996	1.64425
contig_15077	6414	3.32328	3.32328	1.19469	2.54869	3.28769
contig_22576	22137	3.27162	3.27162	1.36016	1.96393	3.24518
contig_24197	14749	9.98705	9.98705	10.2458	15.856	24.5349
contig_19566	2522	2.20278	2.20278	0.203901	0.932546	0.73353
contig_18907	5787	2.77683	2.77683	1.37781	2.51481	3.1515
contig_23342	19598	3.47588	3.47588	2.25994	2.58469	3.50305
contig_8806	17552	3.58666	3.58666	3.63997	3.25899	6.88974
contig_22610	8304	4.43598	4.43598	2.48316	3.68396	5.71714
contig_24012	46786	5.71076	5.71076	3.08469	7.6905	15.1792
contig_2115	7221	2.07099	2.07099	0.340919	6.12261	6.35969
contig_18614	4406	2.57213	2.57213	0.315359	1.27162	2.63737
contig_16982	3870	1.98226	1.98226	0.0174322	0	0
contig_4673	1546	8.00501	8.00501	3.21931	87.3001	143.769
contig_23798	25544	4.7525	4.7525	3.73146	5.96515	11.4183
contig_5414	4946	33.7396	33.7396	30.5609	83.6097	197.563
contig_4938	5033	15.7293	15.7293	11.9288	50.0012	318.271
contig_4710	111468	8.38328	8.38328	15.9102	12.2213	58.8394
contig_19699	2643	5.54031	5.54031	1.37529	4.32531	24.3255
contig_14632	2528	4.40706	4.40706	0.726087	5.78091	5.56532
contig_19345	24149	2.98008	2.98008	2.43245	0.922538	1.52958
contig_19283	32258	7.30678	7.30678	6.24494	6.46502	12.5921
contig_24426	10983	8.55912	8.55912	8.10712	14.5713	20.7745
contig_5910	164541	25.0285	25.0285	59.1432	53.8152	335.24
contig_16432	4697	3.09545	3.09567	0.697612	2.04992	3.04922
contig_20167	2315	2.21247	2.21247	0.210843	3.11871	7.18698
contig_16894	6924	3.35518	3.35518	2.81851	2.39091	3.55275
contig_10812	4043	8.08014	8.08014	3.99916	31.5471	64.7285
contig_16170	3227	5.09652	5.09652	2.3772	5.34124	9.32242
contig_8764	18802	4.29118	4.29118	3.02144	4.59715	5.83534
contig_17044	3753	1.89814	1.89814	0.422433	7.74216	11.3363
contig_25907	55712	5.19243	5.19243	4.71946	8.11254	14.7366
contig_20083	11872	3.62762	3.62762	1.02066	6.40974	8.30385
contig_15705	20478	2.79432	2.79432	1.20069	3.137	4.54603
contig_20130	3590	2.94448	2.94448	1.09054	1.18343	5.86888
contig_9355	6562	2.69885	2.69885	1.45932	7.49704	13.6436
contig_17080	4997	3.48896	3.48896	1.58917	8.40974	430.689
contig_24215	9480	3.72583	3.72583	3.12332	2.28296	3.52054
contig_905	4641	1.71409	1.71409	0.244287	1.332	2.73775
contig_3173	40258	212.773	212.773	10057.8	198.113	7108.99
contig_15124	3182	0.128298	0.128298	0.111874	3.22296	6.2057
contig_8685	8607	4.05156	4.05167	2.38123	2.55433	4.47978
contig_596	3931	3.98149	3.98149	0.821851	10.3467	13.5642
contig_4905	2879	13.0755	13.0755	7.40555	30.8813	38.3466
contig_19853	45652	4.90721	4.90723	3.26011	5.36102	10.3587
contig_511	1841	3.66588	3.66588	0.82027	16.3933	188.724
contig_23577	12425	8.47055	8.47055	16.9909	17.1001	26.0144
contig_3293	5309	2.76139	2.76139	0.294545	4.19868	5.71689
contig_13251	1815	1.84505	1.84505	0.131028	3.0991	4.45711
contig_3603	27151	3.70931	3.70931	3.92179	5.54246	15.2417
contig_23769	5812	2.81667	2.81667	0.823167	4.58937	5.93187
contig_9339	27266	15.4041	15.4041	10.0407	19.9147	43.4259
contig_6170	7827	3.6849	3.6849	0.45033	3.12192	4.23291
contig_2281	6184	2.46139	2.46139	0.458065	5.82201	6.82383
contig_18663	4525	1.07543	1.07543	0.0821	1.52366	1.64594
contig_14712	5689	4.26593	4.26611	1.29355	9.99783	12.1062
contig_20665	2618	2.54457	2.54457	0.270008	1.75851	3.09036
contig_15383	20608	12.7878	12.7878	25.6393	11.4578	30.804
contig_26000	12505	5.52594	5.52594	2.2008	2.60518	4.33602
contig_18026	2302	2.94331	2.94331	0.416132	1.02974	1.00887
contig_11017	67805	4.81586	4.81586	3.50468	6.16407	13.8925
contig_18473	13290	6.60137	6.60137	15.7474	4.4411	8.57506
contig_5625	6255	6.21343	6.21343	6.94597	13.017	203.609
contig_13725	20825	4.3053	4.3053	3.80375	2.6207	5.15542
contig_14946	3947	2.72926	2.72926	0.977219	5.06479	4.4473
contig_12287	4147	4.53115	4.53115	0.637473	4.14961	5.29741
contig_8176	19990	4.58614	4.58614	2.17155	9.844	27.8337
contig_11809	11787	7.31606	7.31606	6.67724	2.84532	8.22381
contig_11625	5878	3.65014	3.65014	0.490125	1.78282	2.20672
contig_19159	1860	3.91871	3.91871	1.69321	33.3117	26.9977
contig_21465	6212	2.87958	2.87958	1.35156	2.61481	3.48231
contig_7896	167313	9.06017	9.06017	9.90436	16.4169	59.1184
contig_19071	2273	3.12153	3.12153	1.2849	2.13801	2.14916
contig_10867	9673	2.70692	2.70692	2.23971	1.61724	2.92075
contig_11574	5056	4.38117	4.38117	1.47715	1.09417	2.16361
contig_8901	92084	7.58575	7.58575	7.50196	13.5564	40.0448
contig_4926	5822	4.8207	4.8207	0.50726	4.61319	8.47121
contig_12049	6684	3.09106	3.09106	1.30306	5.78635	10.4312
contig_10588	1368	1.2578	1.2578	0.221078	4.63465	17.5484
contig_3385	7203	10.2274	10.2274	8.26976	5.41302	12.9494
contig_10529	13278	3.91728	3.91728	2.84412	3.03801	5.31482
contig_10832	13966	2.92661	2.92661	0.834755	4.42451	9.39697
contig_10387	5547	3.54919	3.54919	2.74463	4.32592	7.34306
contig_16568	32817	38.8236	38.8236	35.0491	34.1411	100.002
contig_11079	30710	5.89984	5.89984	3.75201	3.27225	7.53623
contig_11264	11080	3.20018	3.20018	1.44493	2.51647	4.38362
contig_6431	31773	6.95965	6.95965	10.5939	3.11647	7.55192
contig_3528	6012	3.71102	3.71102	1.11594	2.72825	2.41598
contig_22678	21720	3.76045	3.76045	2.83631	4.59337	11.102
contig_11622	28998	4.77517	4.77517	6.17159	3.44592	7.75053
contig_25081	97719	7.12798	7.12798	10.1975	11.1758	29.7971
contig_22063	16021	3.84847	3.84847	1.49714	6.3708	11.1452
contig_2296	70235	5.00651	5.00651	4.35213	7.27134	25.0948
contig_22114	19764	4.69037	4.69037	2.6088	3.73376	5.5908
contig_25128	23760	4.78585	4.78585	4.23368	4.27027	8.20858
contig_18422	2337	3.82442	3.82442	1.91244	11.3475	8.77036
contig_22386	26645	4.94297	4.94301	5.69488	4.86209	12.5095
contig_17382	12319	4.00099	4.00099	4.21831	3.20002	8.2009
contig_3884	2207	1.25377	1.25377	0.201132	3.12688	8.85687
contig_23023	3972	2.78885	2.78885	0.172356	5.49869	99.3944
contig_17489	31584	19.1053	19.1053	90.6813	39.2344	490.682
contig_7816	6314	3.50698	3.50698	0.894459	5.40445	7.6091
contig_1281	49609	11.9596	11.9596	9.67657	22.72	89.0314
contig_2093	27925	3.14473	3.14473	2.51271	6.10495	19.8382
contig_5858	4427	3.09399	3.09399	1.957	18.798	96.7444
contig_3275	12629	3.63475	3.63475	1.71827	1.44851	2.32174
contig_10050	2287	2.8058	2.8058	0.202445	0.928404	0.877363
contig_1566	8065	3.8921	3.8921	1.9821	4.42893	7.58049
contig_1710	3832	3.98561	3.98561	0.294545	10.6969	20.9366
contig_18810	3384	2.8757	2.8757	0.827105	4.65584	3.81258
contig_17312	1087	2.87727	2.87727	2.33855	2.65742	1.64853
contig_6906	23433	3.22192	3.22192	1.58939	7.27986	12.5968
contig_14174	3604	4.43949	4.43978	1.49696	2.04603	3.26897
contig_13446	11512	2.74776	2.74776	0.827683	1.53221	2.36583
contig_14314	4343	3.56213	3.56213	0.750487	2.87431	3.92856
contig_24083	1429	4.93432	4.93511	1.34396	24.8522	95.5642
contig_16340	19937	4.66877	4.66882	2.62077	5.8637	11.481
contig_1427	13259	7.59814	7.59814	3.15401	3.78618	8.20321
contig_8001	9889	3.84249	3.84249	2.02943	3.01735	5.17376
contig_23445	1798	1.51638	1.51638	0.271745	19.7191	27.7455
contig_24987	17823	3.7026	3.70265	1.62714	0.78668	1.37523
contig_8541	2381	1.80233	1.80233	1.85371	7.19722	59.4446
contig_10573	4134	8.15462	8.15487	1.04329	14.9086	25.6165
contig_10478	7224	7.96042	7.96042	14.3469	7.39539	23.5313
contig_24643	7576	4.56208	4.56208	2.61114	4.81376	13.4241
contig_17579	2304	7.35933	7.35933	1.80301	9.91876	19.9371
contig_3969	15648	6.96283	6.96283	153.232	30.4993	3969.2
contig_5271	38190	4.07815	4.07815	2.15681	5.89721	10.4737
contig_25334	4836	5.86961	5.86961	2.95776	3.95945	4.51575
contig_25715	60981	7.07975	7.07975	5.47336	8.79778	15.2301
contig_8553	66026	6.45961	6.45961	10.257	8.04288	16.0623
contig_18619	7266	3.11313	3.11313	1.34645	6.0697	9.37291
contig_24729	52246	5.83279	5.83279	3.80288	9.21917	14.3188
contig_10972	10516	3.40199	3.40199	1.00532	3.35819	5.05387
contig_3859	22317	23.8989	23.8989	264.488	27.9164	247.755
contig_11502	17839	2.97032	2.97032	1.61913	2.67839	3.5275
contig_17300	17647	9.74413	9.74413	25.6219	13.2484	55.5918
contig_17657	2355	11.6023	11.6023	26.4944	23.9184	320.171
contig_25181	17138	4.8798	4.8798	3.59594	7.88468	15.5128
contig_2922	37794	60.0899	60.0899	456.196	51.4354	433.527
contig_20681	2200	3.07415	3.07415	0.661169	2.6239	1.93216
contig_2987	130779	28.7756	28.7756	545.893	58.0337	2515.67
contig_7041	2107	4.36025	4.36025	0.853274	6.95912	28.8003
contig_19180	20425	2.87911	2.87911	1.01514	3.20074	5.69818
contig_15889	9856	3.31249	3.31249	1.85649	6.37575	9.34816
contig_3753	5493	2.57084	2.57084	1.40561	4.82089	8.07932
contig_15782	1788	4.13614	4.13614	0.275279	1.44139	1.77756
contig_1947	6585	4.31717	4.31717	1.99972	11.0971	45.2533
contig_8980	12992	6.52344	6.52344	8.42878	7.69615	14.7456
contig_14420	11826	3.93465	3.93465	2.23873	1.45461	2.25914
contig_18157	2330	2.3578	2.3578	1.2028	4.08945	5.84285
contig_5456	1258	0.581227	0.581227	0.243623	6.98285	78.4656
contig_3267	605137	19.1788	19.1788	20.3398	28.5759	58.8318
contig_18789	1940	5.4352	5.4352	0.951367	2.88659	2.55564
contig_1392	86226	16.3495	16.3495	171.112	37.663	1200.08
contig_8191	4390	5.75684	5.75684	1.68393	3.49481	7.89093
contig_13870	32390	15.6563	15.6563	75.8757	18.9869	109.604
contig_19064	7179	3.99701	3.99701	2.96148	4.14312	11.6276
contig_3461	52882	12.2253	12.2253	21.7759	24.0419	103.023
contig_25798	13182	4.11948	4.11948	3.82195	6.63843	8.51509
contig_15430	4061	3.87804	3.87804	2.79345	10.5019	68.1968
contig_10392	5282	7.55748	7.55748	59.5711	12.379	155.283
contig_13814	4484	4.48385	4.48385	4.45527	2.39363	3.77312
contig_24301	58230	6.51477	6.51477	7.29189	6.42717	12.3124
contig_2786	23743	16.9736	16.9736	475.677	16.8121	710.788
contig_1247	8761	0	0	0	3.43491	19.6336
contig_25094	5083	4.02919	4.02919	1.59361	4.58808	8.05154
contig_11089	1211	2.23751	2.23751	0.654856	10.1593	33.7925
contig_10008	9246	4.29013	4.29013	9.33895	5.76088	69.4379
contig_15726	10203	3.40575	3.40575	1.74028	1.3216	2.11357
contig_8179	5883	7.37868	7.37868	2.86971	5.91279	23.6361
contig_22711	7560	5.84737	5.84737	3.41989	7.45047	12.397
contig_20813	14341	3.04728	3.04728	2.07839	3.44951	7.21689
contig_2048	11487	12.5871	12.5871	22.2828	22.952	221.446
contig_3452	9410	7.91749	7.91749	14.4654	18.4118	60.0591
contig_21528	9160	3.27625	3.27625	1.651	1.99356	11.5953
contig_13665	7815	5.85949	5.85949	2.59074	2.05636	3.62941
contig_4420	2310	5.05463	5.05463	0.585258	2.52731	5.31391
contig_21456	5909	2.84303	2.84303	0.138263	0.444001	0.600467
contig_20016	2437	30.5632	30.5632	8.13325	31.0984	145.247
contig_894	117280	17.737	17.737	433.767	25.0418	685.353
contig_3900	10123	4.28978	4.28978	3.13553	4.54417	31.5343
contig_10474	19980	5.2769	5.2769	4.35388	3.99254	12.8251
contig_13614	3761	4.08945	4.08945	0.398933	2.88203	5.00161
contig_18829	2851	3.71048	3.71048	0.761329	4.29841	4.30568
contig_4369	9858	77.117	77.117	10655.4	111.347	27399
contig_25378	4715	16.2053	16.2053	6.01552	12.5189	55.4541
contig_23063	19939	234.211	234.211	22336.9	144.189	12411.4
contig_11348	9757	3.7709	3.7709	2.7847	10.2599	22.0136
contig_4513	10671	7.36004	7.36004	2.86491	5.40823	12.5643
contig_25172	15187	5.44364	5.44364	4.40708	4.60777	6.71151
contig_24157	4528	7.06418	7.06418	2.93462	12.2924	18.2974
contig_12937	3663	2.73015	2.73015	0.699366	6.54483	34.7294
contig_7808	5715	4.80809	4.80809	9.87048	11.4038	55.6749
contig_23850	19193	16.3644	16.3644	52.5641	27.7301	177.151
contig_7062	16740	57.1794	57.1794	136.105	42.0807	251.104
contig_21416	4762	3.0941	3.0941	2.01074	1.81461	4.82387
contig_9303	6737	3.80796	3.80796	1.67111	9.05435	13.9408
contig_17857	5045	3.39898	3.39898	0.620702	1.59183	2.51412
contig_23371	30215	5.50953	5.50953	5.62673	4.67337	7.42112
contig_17286	4983	2.70577	2.70577	1.37611	8.36375	26.1887
contig_308	3299	5.97682	5.97682	1.75896	12.2598	79.2753
contig_9199	20339	5.17703	5.17703	5.0638	7.20972	16.2873
contig_15190	13858	4.48432	4.48432	2.70858	4.70295	8.15848
contig_13494	12666	5.35307	5.35307	3.63282	6.07111	9.50516
contig_12858	7420	4.36437	4.36451	2.42873	6.30193	13.1655
contig_9663	4526	3.8229	3.8229	0.792191	0.510969	0.789795
contig_6192	5361	3.45845	3.45845	1.13266	8.56035	84.6722
contig_18178	2338	1.60786	1.60786	0.361939	1.62751	2.28139
contig_15223	2258	2.23055	2.23055	0.620772	2.79886	1.78106
contig_15995	12655	2.56633	2.56633	1.32417	3.78297	8.30984
contig_9769	51827	3.65323	3.65323	2.19388	3.62684	5.9634
contig_13718	14403	4.77528	4.77528	3.2159	14.1727	70.5469
contig_733	4803	2.2723	2.2723	1.36197	2.20245	2.50714
contig_20195	2960	3.2484	3.2484	0.526368	8.97046	5.44196
contig_1698	2465	1.93132	1.93132	0.0639908	0.722678	1.78477
contig_588	135804	8.07927	8.07927	9.98452	11.0225	64.9683
contig_21172	4842	2.52025	2.52025	0.734866	2.11658	2.99833
contig_17879	8007	6.7373	6.7373	3.43509	5.2086	8.59238
contig_8432	104401	131.24	131.24	269.408	163.546	752.58
contig_3571	8562	2.86769	2.86769	1.90397	4.17772	14.9592
contig_18791	3521	1.97538	1.97538	0.0246156	1.40077	3.05152
contig_19657	3559	0.801995	0.801995	0.255671	3.07392	7.82837
contig_14891	8004	4.98701	4.98701	5.0484	2.10453	3.91713
contig_16822	11317	4.98916	4.98916	3.35311	3.29408	5.2448
contig_4255	6278	2.40356	2.40356	1.48903	4.45627	71.3577
contig_23644	8812	16.0435	16.0435	28.177	10.6831	27.3841
contig_18372	6194	5.10457	5.10457	5.1693	3.1087	6.77265
contig_20020	4068	101.954	101.954	287.189	44.2606	334.039
contig_16308	12137	6.60257	6.60257	20.6291	5.57946	13.7795
contig_6299	21085	3.44547	3.44547	1.86859	4.13169	8.11423
contig_17800	12335	3.38572	3.38572	1.07079	3.72335	14.0527
contig_1640	593596	49.532	49.532	61.7809	84.5469	249.697
contig_9849	5783	2.76336	2.76336	0.510562	2.90591	6.6145
contig_14288	5688	3.7593	3.7593	1.19641	5.36493	5.55523
contig_9139	25331	8.75398	8.75398	6.18498	4.69954	9.76165
contig_11759	9685	6.09009	6.09009	14.6115	13.092	75.802
contig_22545	15788	3.15897	3.15897	1.55727	5.07603	7.66667
contig_17644	3223	3.91149	3.91149	0.591111	3.11487	4.03139
contig_539	6419	2.736	2.736	0.276659	1.08327	5.15483
contig_20874	4275	6.36606	6.36606	8.40177	10.4836	154.409
contig_13710	2132	15.1837	15.1837	1.59372	30.5913	94.0058
contig_17205	12026	2.82418	2.82418	2.06775	6.61283	11.5298
contig_18842	13747	3.40281	3.40281	1.48037	3.95492	5.65734
contig_18797	3104	2.97258	2.97258	0.027355	0.403859	0.548991
contig_20882	11979	3.2056	3.2056	1.55243	2.29478	4.64465
contig_21226	10524	4.21824	4.21824	1.18717	5.58001	13.1685
contig_24755	30192	5.64726	5.64726	15.8536	7.11208	35.0463
contig_23960	61978	4.58685	4.58685	5.23879	5.82178	19.3342
contig_23810	61913	8.51411	8.51411	12.0981	11.4382	61.9955
contig_17677	9676	4.00913	4.00913	3.32575	5.7469	7.46707
contig_12667	2086	2.61519	2.61519	0.851848	2.11725	4.4281
contig_13676	24100	2.69441	2.69441	0.800731	2.04372	3.73709
contig_20990	2169	2.88311	2.88311	0.103272	2.43635	12.1668
contig_13126	150276	8.07697	8.07697	8.69997	10.6919	17.5466
contig_653	26586	5.11269	5.11269	7.59368	4.06325	6.16204
contig_17154	35373	5.6753	5.6753	5.89248	4.72035	8.69351
contig_20509	4086	5.06098	5.06098	1.40673	0.600102	0.800641
contig_19927	9525	2.72299	2.72299	1.94682	1.80139	5.5162
contig_21233	8487	3.34737	3.34737	2.03778	2.40422	5.62457
contig_3846	372802	49.6243	49.6243	109.204	55.1993	415.383
contig_20934	3243	4.61267	4.61267	5.06024	6.41222	27.0777
contig_4041	34936	5.92014	5.92014	8.66717	8.83079	28.5119
contig_1198	2292	10.8866	10.8866	1.80915	18.0738	35.0925
contig_19381	9216	2.95985	2.95985	0.910048	2.39676	2.31158
contig_260	6596	6.85526	6.85526	16.9522	9.76404	75.1868
contig_17927	6299	2.67653	2.67653	2.93707	4.77915	32.3244
contig_25687	12409	5.0341	5.03418	1.6491	6.19855	7.69528
contig_888	2202	32.0161	32.0161	21.9709	89.4917	1149.79
contig_12316	33938	3.18589	3.18589	3.83917	2.85823	10.8862
contig_16993	18807	2.729	2.729	1.17857	2.03811	2.98539
contig_25068	17065	4.00343	4.00343	4.35246	2.70086	25.8746
contig_5961	7684	3.8532	3.8532	0.490047	5.61229	5.30302
contig_21289	5339	2.76238	2.76238	2.638	1.21257	2.06226
contig_5201	16816	4.12703	4.12703	1.92426	3.28411	15.1474
contig_957	60288	8.21821	8.21821	39.1748	19.6485	447.183
contig_17630	2285	3.72459	3.72459	1.98315	12.9438	16.7034
contig_20891	7964	3.58472	3.58472	3.01175	6.57	11.3295
contig_2370	1555	2.96014	2.96014	8.61671	7.63559	62.3478
contig_16949	13146	3.90251	3.90251	3.09038	5.18906	12.9427
contig_12019	11444	3.04427	3.04427	0.89627	5.15584	12.1989
contig_24699	27047	7.35398	7.35398	33.5802	9.96371	99.6926
contig_6758	5522	4.69173	4.69173	1.08016	3.01843	5.43943
contig_21258	5837	3.12924	3.12924	1.77383	2.49868	3.15294
contig_9360	4414	3.53705	3.53705	0.342522	5.06778	10.5267
contig_13636	8476	8.67571	8.67571	2.59765	14.6603	20.4623
contig_19028	3122	3.64838	3.64838	0.450218	2.94852	4.8136
contig_7201	31694	4.53205	4.53205	2.8199	3.39193	5.65483
contig_7009	4275	3.71273	3.71273	0.690256	12.6012	16.8023
contig_1692	81289	10.5363	10.5363	16.0316	14.0075	45.4415
contig_10731	7744	8.76034	8.76034	2.44776	5.80287	7.36565
contig_14949	2282	3.09381	3.09381	1.10524	4.64353	7.96475
contig_25543	8673	6.59779	6.59779	8.47594	25.0088	43.3717
contig_17694	5754	2.9238	2.9238	1.33871	1.66952	2.7795
contig_8467	37838	3.97434	3.97434	3.92572	5.34592	9.69356
contig_20968	4790	1.77263	1.77263	0.577525	2.2097	2.80724
contig_19903	35259	158.564	158.564	2162	112.667	1319.13
contig_20503	8440	4.43197	4.43197	3.18276	1.43534	2.93182
contig_20457	6040	1.87555	1.87555	1.06263	3.92564	24.0418
contig_210	4091	14.1672	14.1672	4.9205	10.3626	102.972
contig_197	1761	2.79702	2.79702	2.21034	18.5854	58.1832
contig_12427	5564	5.24363	5.24363	30.4516	3.96361	7.20888
contig_4254	5881	3.79846	3.79846	4.73585	5.98674	100.886
contig_7605	4050	2.44872	2.44872	0.774774	4.28128	4.61462
contig_17984	2586	3.06897	3.06897	0.430564	2.26355	2.17774
contig_17095	8697	3.18568	3.18568	1.35325	5.86135	5.64339
contig_15273	5202	2.49565	2.49565	0.497503	1.10986	1.61758
contig_5983	53958	98.2653	98.2653	581.416	84.7942	527.927
contig_24008	7887	2.59248	2.59248	1.17494	1.67714	3.27243
contig_22554	5229	2.97716	2.97716	0.908488	1.79602	2.28805
contig_13524	14583	2.77247	2.77247	0.876978	2.5777	4.8481
contig_17838	17876	4.13336	4.13336	1.57789	3.09382	4.88082
contig_25353	4336	2.3913	2.3913	0.873387	8.65289	13.2361
contig_2870	8463	6.54589	6.54589	3.60456	10.0903	56.5965
contig_8753	2445	4.34466	4.34466	0.957427	6.64749	9.93379
contig_5745	27488	8.11416	8.1142	33.933	7.83481	63.3509
contig_20600	13846	2.16983	2.1699	0.629826	4.06133	8.22206
contig_13540	1597	10.7899	10.7899	4.11905	38.4969	44.0524
contig_25157	14823	5.55858	5.55858	5.78855	4.52457	8.28969
contig_16470	5775	3.15431	3.15431	1.30233	5.11893	6.47921
contig_25597	11807	7.8443	7.8443	2.41545	4.92631	9.13986
contig_25497	6976	3.27454	3.27454	9.28687	3.40727	9.20017
contig_5333	15115	16.8069	16.8069	54.0368	33.9328	193.294
contig_17354	24400	3.6494	3.6494	1.70839	2.97885	5.35279
contig_5158	3314	1.53003	1.53003	0.257404	9.16783	29.657
contig_24701	8944	4.86025	4.86025	6.71381	5.23539	17.79
contig_17039	4591	5.37582	5.37582	1.62027	5.10381	18.3756
contig_24212	21668	6.1924	6.1924	3.85628	3.01915	4.98509
contig_2028	17865	24.8216	24.8216	276.488	47.4553	3115.02
contig_16628	2500	3.40851	3.40851	2.65126	9.27021	18.2295
contig_22744	17565	8.87878	8.87878	13.8881	4.47476	9.02369
contig_9643	1.01127e+06	15.1819	15.1819	28.3061	33.5917	141.459
contig_7716	11936	3.96683	3.96683	2.32664	10.9199	24.5478
contig_13084	12542	7.87121	7.87121	7.16187	4.49274	12.7476
contig_15318	8902	5.09084	5.09084	22.6753	2.53919	16.2299
contig_23135	2396	6.79252	6.79252	2.93868	7.96171	6.15089
contig_21399	4085	2.52732	2.52732	0.456242	7.29936	10.8498
contig_15363	32264	3.38008	3.38008	1.72771	4.70461	5.89195
contig_19063	2492	2.85269	2.85269	0.138478	0.564048	1.18492
contig_19573	1954	2.73503	2.73503	2.25033	14.4623	10.0879
contig_24620	20583	5.39436	5.39436	2.73552	10.4238	19.9557
contig_9560	6330	3.17136	3.17136	1.33181	6.41294	12.3583
contig_14590	5166	2.83074	2.83074	0.150987	0.120016	0.224477
contig_20969	4855	2.20383	2.20383	1.2048	5.62593	13.6124
contig_23511	7905	3.20516	3.20516	0.846095	8.00348	16.1304
contig_25787	9588	3.56378	3.56378	1.14914	6.16359	10.1771
contig_23367	7370	2.62922	2.62922	1.87672	3.67022	6.98761
