Name %GC 
contig_15695 36.69 
contig_8067 51.05 
contig_20424 38.68 
contig_21031 60.42 
contig_25414 54.93 
contig_23816 38.78 
contig_15940 37.50 
contig_25596 51.07 
contig_11807 65.23 
contig_25374 36.64 
contig_16776 46.88 
contig_22476 46.20 
contig_12878 53.70 
contig_15702 33.59 
contig_2427 32.14 
contig_14760 49.38 
contig_6789 32.80 
contig_30419 37.71 
contig_10311 60.54 
contig_28764 54.95 
contig_11193 55.89 
contig_25521 60.22 
contig_4598 40.09 
contig_9364 57.11 
contig_15431 48.75 
contig_847 53.75 
contig_5264 46.14 
contig_18548 58.03 
contig_12111 47.32 
contig_9037 45.94 
contig_27581 57.09 
contig_1507 42.67 
contig_7945 41.50 
contig_15600 29.50 
contig_8976 39.64 
contig_22635 65.80 
contig_13986 45.63 
contig_22768 60.43 
contig_29371 53.37 
contig_3816 40.33 
contig_11009 47.79 
contig_13731 54.20 
contig_9264 38.46 
contig_9036 52.55 
contig_9910 54.48 
contig_26698 36.28 
contig_26035 64.90 
contig_15853 49.71 
contig_985 50.47 
contig_23524 64.90 
contig_7073 66.23 
contig_4311 60.67 
contig_26022 59.14 
contig_15073 41.14 
contig_4181 34.06 
contig_18772 35.50 
contig_15869 31.08 
contig_6876 40.96 
contig_10398 43.56 
contig_10254 49.01 
contig_1621 42.03 
contig_28162 50.31 
contig_27712 38.11 
contig_18879 65.61 
contig_26297 69.66 
contig_20393 51.31 
contig_25967 41.12 
contig_3125 58.28 
contig_24420 55.34 
contig_23454 47.92 
contig_21719 41.86 
contig_8674 45.69 
contig_24777 64.86 
contig_24449 31.91 
contig_7176 34.39 
contig_7815 41.78 
contig_2593 32.61 
contig_15023 68.92 
contig_4703 48.48 
contig_432 47.33 
contig_3619 59.13 
contig_12243 65.29 
contig_5401 46.34 
contig_29645 63.80 
contig_2818 41.49 
contig_17298 35.25 
contig_5334 35.76 
contig_23559 26.60 
contig_402 46.35 
contig_12405 31.28 
contig_23955 44.99 
contig_17762 60.92 
contig_15311 33.99 
contig_4576 47.14 
contig_21475 62.35 
contig_19401 39.44 
contig_27300 44.31 
contig_6746 59.48 
contig_10217 50.89 
contig_25076 53.06 
contig_13222 46.29 
contig_1524 55.51 
contig_18347 38.52 
contig_28507 50.66 
contig_24760 58.81 
contig_24540 48.17 
contig_22120 51.50 
contig_15153 34.94 
contig_26853 45.72 
contig_29106 50.69 
contig_9421 50.20 
contig_28197 57.02 
contig_27734 40.75 
contig_18074 35.53 
contig_25799 63.10 
contig_17781 57.98 
contig_23543 49.10 
contig_20062 40.54 
contig_24258 48.33 
contig_10323 54.58 
contig_23753 36.61 
contig_6010 34.06 
contig_6307 55.10 
contig_10436 48.44 
contig_25640 38.43 
contig_8286 39.65 
contig_11119 33.50 
contig_18117 51.01 
contig_23408 54.72 
contig_28117 56.05 
contig_2185 46.28 
contig_14446 48.88 
contig_25631 56.97 
contig_17396 63.93 
contig_6198 27.05 
contig_12873 49.43 
contig_17290 32.95 
contig_14224 31.48 
contig_27596 61.63 
contig_18767 31.40 
contig_19576 61.45 
contig_24096 61.73 
contig_9263 44.46 
contig_4481 41.30 
contig_18024 51.98 
contig_20963 43.99 
contig_20344 64.62 
contig_22777 48.03 
contig_9378 49.50 
contig_17949 43.47 
contig_10203 33.72 
contig_2445 54.53 
contig_20969 54.13 
contig_12531 45.67 
contig_12513 43.66 
contig_25638 38.48 
contig_19423 57.86 
contig_24061 34.54 
contig_15483 48.18 
contig_11159 40.16 
contig_28744 52.62 
contig_18091 42.86 
contig_4049 43.17 
contig_11577 28.73 
contig_17905 55.10 
contig_28358 45.47 
contig_7093 51.39 
contig_13172 42.46 
contig_30075 59.95 
contig_4203 32.63 
contig_27165 42.37 
contig_22113 41.07 
contig_14686 42.80 
contig_558 37.92 
contig_18529 63.68 
contig_13520 50.73 
contig_23465 44.50 
contig_22439 32.15 
contig_6616 53.46 
contig_28402 58.46 
contig_20090 50.81 
contig_11533 64.61 
contig_28082 47.37 
contig_23378 57.20 
contig_17984 33.42 
contig_19485 57.34 
contig_28505 45.67 
contig_19929 46.23 
contig_28940 46.57 
contig_10749 32.70 
contig_25254 57.48 
contig_21345 42.68 
contig_26286 41.47 
contig_25724 61.40 
contig_29175 37.11 
contig_22840 42.74 
contig_16242 52.55 
contig_22645 48.06 
contig_26067 35.18 
contig_30054 49.35 
contig_3835 34.30 
contig_11427 56.65 
contig_16906 57.09 
contig_14441 32.30 
contig_27097 39.13 
contig_8393 36.22 
contig_1028 30.05 
contig_1744 44.49 
contig_25069 44.92 
contig_26479 39.08 
contig_21105 33.78 
contig_10448 52.03 
contig_27526 51.55 
contig_11817 34.92 
contig_23674 43.13 
contig_23740 38.78 
contig_25060 39.22 
contig_13652 57.00 
contig_3104 59.64 
contig_23435 47.99 
contig_23348 39.01 
contig_10665 44.43 
contig_8455 63.80 
contig_23222 40.11 
contig_29316 36.36 
contig_14617 41.81 
contig_29000 45.37 
contig_1268 35.95 
contig_13139 27.28 
contig_12428 59.35 
contig_6491 60.78 
contig_15569 60.10 
contig_68 33.97 
contig_7983 49.93 
contig_5243 40.30 
contig_28136 43.93 
contig_27613 52.36 
contig_10297 40.01 
contig_10613 47.75 
contig_23734 38.31 
contig_1091 49.24 
contig_5321 63.45 
contig_20021 41.32 
contig_29865 36.78 
contig_13296 34.37 
contig_4392 48.66 
contig_17262 57.69 
contig_22455 49.78 
contig_30184 49.62 
contig_25933 38.43 
contig_10664 54.56 
contig_12226 31.46 
contig_10289 48.74 
contig_30625 45.61 
contig_4720 54.83 
contig_21122 38.65 
contig_13983 30.67 
contig_22986 48.51 
contig_21004 55.04 
contig_1685 43.22 
contig_26533 48.53 
contig_3145 33.43 
contig_9210 31.69 
contig_28557 41.20 
contig_15494 56.60 
contig_4230 49.94 
contig_1310 35.41 
contig_19909 59.09 
contig_302 36.87 
contig_19182 36.97 
contig_16553 37.05 
contig_19634 33.07 
contig_23947 68.23 
contig_17024 49.26 
contig_27844 34.85 
contig_27662 54.90 
contig_23570 47.07 
contig_29281 48.07 
contig_8577 44.60 
contig_11441 39.93 
contig_25524 54.43 
contig_26476 51.45 
contig_26756 64.40 
contig_27797 53.53 
contig_17063 51.50 
contig_24509 50.97 
contig_7013 33.71 
contig_18207 38.75 
contig_28291 36.12 
contig_1231 39.28 
contig_6362 40.09 
contig_9042 47.32 
contig_7122 61.31 
contig_19809 61.06 
contig_4829 49.50 
contig_10260 45.01 
contig_6318 37.21 
contig_23049 49.44 
contig_6435 54.94 
contig_23937 49.92 
contig_5155 42.25 
contig_12129 44.83 
contig_22355 40.01 
contig_2163 40.68 
contig_22712 37.70 
contig_10583 46.35 
contig_8696 47.66 
contig_19442 37.83 
contig_26100 51.86 
contig_9617 51.28 
contig_19014 35.28 
contig_15220 60.01 
contig_28194 37.27 
contig_9403 41.30 
contig_25647 62.51 
contig_2430 46.31 
contig_24821 37.45 
contig_19780 57.43 
contig_12221 36.98 
contig_4268 46.04 
contig_22692 50.00 
contig_26226 37.91 
contig_24554 48.55 
contig_20107 48.07 
contig_21171 37.41 
contig_24960 39.80 
contig_17459 43.46 
contig_30765 59.56 
contig_4120 44.23 
contig_24829 38.24 
contig_20992 65.53 
contig_8588 40.67 
contig_28116 57.59 
contig_27779 51.81 
contig_29003 38.84 
contig_1087 47.77 
contig_7949 49.64 
contig_13890 40.59 
contig_24939 54.62 
contig_19757 37.44 
contig_21059 54.06 
contig_30009 55.75 
contig_29646 45.11 
contig_1406 59.85 
contig_29478 36.30 
contig_1845 45.42 
contig_13379 68.85 
contig_13432 34.15 
contig_9679 32.40 
contig_14428 69.94 
contig_21568 54.92 
contig_22378 48.14 
contig_19388 40.62 
contig_25036 49.85 
contig_30348 48.62 
contig_698 44.98 
contig_25672 31.61 
contig_24832 41.03 
contig_13127 35.76 
contig_15807 40.59 
contig_1497 40.62 
contig_14962 58.87 
contig_24342 51.52 
contig_30170 54.54 
contig_17934 36.95 
contig_6615 47.11 
contig_16519 46.41 
contig_5498 42.12 
contig_15256 41.85 
contig_12657 40.19 
contig_6197 27.72 
contig_28937 36.81 
contig_15309 34.27 
contig_11980 26.43 
contig_569 43.89 
contig_29727 39.39 
contig_23923 58.02 
contig_11147 34.50 
contig_10064 37.65 
contig_28801 47.20 
contig_7571 37.08 
contig_4513 44.90 
contig_14262 59.47 
contig_22621 25.37 
contig_8718 30.26 
contig_11546 59.65 
contig_8890 33.16 
contig_1952 29.17 
contig_30202 53.92 
contig_8512 58.43 
contig_30480 37.14 
contig_679 42.03 
contig_26591 42.32 
contig_6754 55.94 
contig_15427 53.54 
contig_3016 47.82 
contig_24943 64.93 
contig_27489 55.09 
contig_12665 54.50 
contig_23924 55.14 
contig_9892 33.66 
contig_9216 42.96 
contig_25512 44.76 
contig_16032 56.44 
contig_26314 61.56 
contig_6381 50.80 
contig_13437 48.35 
contig_22463 39.07 
contig_21247 34.32 
contig_6106 37.39 
contig_30657 61.29 
contig_3598 43.14 
contig_3956 40.00 
contig_3750 60.15 
contig_29215 52.11 
contig_10536 47.78 
contig_25510 51.20 
contig_6651 46.07 
contig_30802 35.49 
contig_29554 59.64 
contig_6210 41.53 
contig_23985 30.28 
contig_20521 66.63 
contig_14180 45.95 
contig_20003 49.22 
contig_501 46.60 
contig_14307 34.95 
contig_30270 64.61 
contig_7880 37.23 
contig_15815 66.62 
contig_5126 53.70 
contig_5454 43.12 
contig_27011 60.21 
contig_2951 58.84 
contig_17338 50.92 
contig_20624 40.50 
contig_28454 56.78 
contig_15198 52.90 
contig_27714 62.00 
contig_5269 43.49 
contig_5369 49.99 
contig_23778 49.87 
contig_24153 42.76 
contig_15608 58.16 
contig_20809 65.33 
contig_915 42.65 
contig_29114 41.63 
contig_29700 36.98 
contig_24090 63.31 
contig_17511 58.48 
contig_29161 54.05 
contig_13499 54.09 
contig_25615 47.73 
contig_25783 60.82 
contig_27078 49.67 
contig_23117 41.12 
contig_20437 45.37 
contig_17154 42.40 
contig_7629 25.79 
contig_29786 40.73 
contig_24462 43.40 
contig_14371 46.27 
contig_18436 36.46 
contig_17938 53.12 
contig_25022 43.49 
contig_13044 63.85 
contig_26239 56.66 
contig_3516 36.51 
contig_30518 43.83 
contig_21344 43.36 
contig_22229 47.17 
contig_6576 29.15 
contig_22717 40.84 
contig_23856 39.10 
contig_22730 34.56 
contig_3705 56.23 
contig_19079 44.59 
contig_20145 41.77 
contig_13810 32.19 
contig_15859 48.92 
contig_18751 65.62 
contig_23170 55.92 
contig_5220 35.00 
contig_15645 39.82 
contig_13131 59.80 
contig_17947 35.60 
contig_24169 41.90 
contig_28568 39.63 
contig_25483 61.92 
contig_15775 34.75 
contig_9824 58.47 
contig_19032 30.95 
contig_23118 39.95 
contig_23649 51.56 
contig_8537 34.27 
contig_18726 39.59 
contig_16343 58.36 
contig_10978 52.14 
contig_5636 31.78 
contig_3862 52.82 
contig_24395 57.61 
contig_21020 40.22 
contig_18383 48.75 
contig_3421 47.78 
contig_4436 54.36 
contig_18863 60.83 
contig_11922 40.96 
contig_4838 43.42 
contig_19969 50.14 
contig_27522 49.69 
contig_27179 57.35 
contig_1487 36.07 
contig_21108 57.12 
contig_1753 42.72 
contig_26592 44.40 
contig_19259 55.48 
contig_22575 60.53 
contig_16548 51.85 
contig_10944 47.09 
contig_24151 38.67 
contig_18668 47.54 
contig_23716 64.76 
contig_21414 63.67 
contig_29264 30.32 
contig_16526 30.30 
contig_14106 41.00 
contig_10857 45.08 
contig_24776 47.42 
contig_3189 51.10 
contig_29621 55.01 
contig_6660 65.54 
contig_1949 33.71 
contig_17052 45.40 
contig_24605 33.47 
contig_30912 37.23 
contig_7890 35.99 
contig_9590 54.37 
contig_16244 31.26 
contig_25275 32.46 
contig_23744 56.12 
contig_9643 49.04 
contig_17230 51.94 
contig_6206 27.86 
contig_564 45.68 
contig_14948 62.59 
contig_8505 58.87 
contig_23043 61.76 
contig_28305 47.16 
contig_14430 40.86 
contig_27672 41.10 
contig_2873 32.04 
contig_15129 40.79 
contig_5158 34.25 
contig_29861 59.06 
contig_591 46.14 
contig_24642 40.50 
contig_24571 40.82 
contig_13801 55.05 
contig_30108 47.31 
contig_4259 45.96 
contig_7147 55.37 
contig_22252 65.03 
contig_23068 45.20 
contig_9030 41.93 
contig_6369 42.38 
contig_9434 34.53 
contig_11453 67.24 
contig_10374 38.72 
contig_13248 52.45 
contig_19205 59.77 
contig_9125 43.08 
contig_26490 43.89 
contig_17612 21.99 
contig_26292 56.30 
contig_20356 53.06 
contig_8645 35.09 
contig_7635 50.96 
contig_2832 44.93 
contig_13974 44.35 
contig_28533 57.60 
contig_2218 67.21 
contig_28666 47.39 
contig_2457 60.68 
contig_17516 43.27 
contig_7550 41.60 
contig_5276 44.76 
contig_26950 60.95 
contig_20886 40.98 
contig_26027 63.54 
contig_30914 37.27 
contig_6760 60.43 
contig_17989 37.43 
contig_12679 49.11 
contig_3811 58.56 
contig_7593 64.83 
contig_8101 63.84 
contig_24978 54.09 
contig_419 33.15 
contig_25285 57.72 
contig_7824 41.14 
contig_30370 40.50 
contig_8794 34.32 
contig_15030 33.13 
contig_7454 57.72 
contig_27678 42.20 
contig_8903 45.56 
contig_2876 29.59 
contig_9433 50.73 
contig_28891 54.99 
contig_30139 47.39 
contig_30623 35.80 
contig_2786 43.78 
contig_1857 48.28 
contig_21150 46.21 
contig_3335 46.54 
contig_27027 63.11 
contig_30598 50.18 
contig_23306 42.16 
contig_7523 38.69 
contig_21573 29.57 
contig_4266 55.59 
contig_30061 57.00 
contig_5305 54.39 
contig_26009 54.70 
contig_24069 56.68 
contig_4486 38.21 
contig_28457 29.89 
contig_15491 43.86 
contig_20419 67.09 
contig_27386 29.93 
contig_10586 39.34 
contig_3632 35.17 
contig_18125 32.60 
contig_9550 60.85 
contig_16201 67.65 
contig_10858 46.16 
contig_1206 40.87 
contig_22772 39.75 
contig_24780 49.15 
contig_2138 46.70 
contig_4426 37.56 
contig_26145 58.73 
contig_20665 60.36 
contig_14395 63.80 
contig_20447 56.54 
contig_6325 37.00 
contig_1582 37.28 
contig_22386 33.72 
contig_22983 54.39 
contig_18076 33.33 
contig_24908 42.81 
contig_25452 52.82 
contig_25690 65.52 
contig_26258 47.83 
contig_4802 46.00 
contig_16074 27.60 
contig_26682 51.80 
contig_15150 35.23 
contig_19381 45.66 
contig_27227 68.88 
contig_18629 47.82 
contig_25711 64.92 
contig_22889 43.10 
contig_16716 39.85 
contig_25119 35.41 
contig_8464 49.26 
contig_27541 35.32 
contig_15401 49.64 
contig_23521 39.54 
contig_11002 56.34 
contig_22247 45.94 
contig_26141 52.19 
contig_29838 62.44 
contig_17163 35.13 
contig_30398 55.10 
contig_19341 55.40 
contig_20543 38.53 
contig_11245 51.70 
contig_11384 32.21 
contig_12872 55.05 
contig_15378 42.45 
contig_23904 44.24 
contig_8605 52.29 
contig_13945 53.19 
contig_3413 55.67 
contig_17019 44.27 
contig_25486 33.80 
contig_29270 61.74 
contig_17206 42.63 
contig_11362 42.56 
contig_25649 58.78 
contig_27263 38.13 
contig_14140 40.05 
contig_15887 39.72 
contig_1609 35.36 
contig_5372 49.88 
contig_21385 61.39 
contig_26195 29.81 
contig_11581 33.44 
contig_22706 36.19 
contig_4197 51.25 
contig_4511 45.31 
contig_11190 40.62 
contig_572 55.02 
contig_5411 58.58 
contig_2714 52.42 
contig_15339 61.22 
contig_672 55.56 
contig_29682 49.63 
contig_23837 49.91 
contig_12708 47.01 
contig_22434 49.22 
contig_28600 57.05 
contig_2392 64.88 
contig_18899 32.28 
contig_23305 31.52 
contig_23725 60.28 
contig_23412 38.09 
contig_20918 51.86 
contig_15731 31.89 
contig_22785 43.25 
contig_12337 30.90 
contig_25026 37.06 
contig_11820 33.23 
contig_14010 53.24 
contig_10516 28.83 
contig_24312 47.89 
contig_291 32.63 
contig_26389 58.21 
contig_11894 60.47 
contig_16888 53.46 
contig_26358 59.10 
contig_6082 36.36 
contig_10745 39.76 
contig_18231 32.96 
contig_17614 45.91 
contig_4327 39.05 
contig_4573 46.50 
contig_29231 64.12 
contig_19059 43.27 
contig_1561 35.93 
contig_21313 54.33 
contig_16222 55.37 
contig_15166 51.19 
contig_12368 58.55 
contig_13733 60.72 
contig_21083 64.64 
contig_11343 47.56 
contig_15095 58.67 
contig_27408 68.69 
contig_5757 49.77 
contig_18911 61.29 
contig_15905 50.75 
contig_4420 54.50 
contig_12061 39.37 
contig_20767 33.87 
contig_10228 31.35 
contig_27246 61.45 
contig_28224 41.27 
contig_7772 42.47 
contig_25111 31.09 
contig_720 48.62 
contig_14401 46.47 
contig_23666 65.28 
contig_25949 38.61 
contig_20489 43.16 
contig_30719 59.70 
contig_997 55.59 
contig_3431 61.58 
contig_14663 40.87 
contig_24078 55.31 
contig_22335 46.41 
contig_29547 39.06 
contig_13633 66.00 
contig_20134 64.28 
contig_3919 44.59 
contig_4066 31.89 
contig_17524 47.88 
contig_783 50.34 
contig_14161 47.96 
contig_1079 56.66 
contig_2505 49.16 
contig_632 42.84 
contig_16982 56.67 
contig_26088 60.66 
contig_18642 54.56 
contig_22705 66.71 
contig_24672 66.12 
contig_19159 41.22 
contig_764 44.61 
contig_20441 58.09 
contig_27860 37.49 
contig_27523 35.81 
contig_24466 48.94 
contig_23653 59.82 
contig_16064 61.16 
contig_27332 38.58 
contig_15738 27.84 
contig_4035 37.98 
contig_24714 48.26 
contig_16761 39.32 
contig_21574 51.48 
contig_10179 43.09 
contig_11059 38.47 
contig_22363 51.67 
contig_30732 32.58 
contig_8091 57.15 
contig_4460 39.10 
contig_14909 51.55 
contig_22974 58.91 
contig_24579 47.82 
contig_29239 65.88 
contig_3761 58.66 
contig_24468 55.60 
contig_16739 51.30 
contig_22352 44.67 
contig_13043 62.92 
contig_15177 39.66 
contig_8197 55.07 
contig_3739 57.84 
contig_16060 61.01 
contig_27254 52.82 
contig_20169 58.68 
contig_19755 37.66 
contig_16246 48.33 
contig_2014 40.32 
contig_2371 51.79 
contig_23134 47.64 
contig_17707 37.63 
contig_9320 40.24 
contig_11076 48.11 
contig_16186 64.02 
contig_12500 42.91 
contig_13799 56.45 
contig_25609 69.36 
contig_25239 28.55 
contig_28068 55.87 
contig_1212 44.81 
contig_25355 26.92 
contig_7246 47.95 
contig_1085 47.59 
contig_21627 46.85 
contig_18505 61.60 
contig_16321 32.70 
contig_28027 41.41 
contig_8773 34.78 
contig_1055 39.57 
contig_4624 41.94 
contig_27245 45.10 
contig_2668 43.72 
contig_30204 65.49 
contig_13578 41.44 
contig_26484 52.54 
contig_23932 47.23 
contig_1567 56.27 
contig_10561 53.71 
contig_1223 44.23 
contig_5709 50.78 
contig_15704 52.49 
contig_28853 54.47 
contig_19043 64.34 
contig_4109 44.06 
contig_18255 34.14 
contig_11571 36.82 
contig_21036 58.31 
contig_15527 49.85 
contig_18378 35.70 
contig_28508 59.59 
contig_25371 38.48 
contig_30288 43.42 
contig_964 49.52 
contig_19961 51.30 
contig_4339 54.53 
contig_30869 67.17 
contig_9465 60.00 
contig_27837 57.14 
contig_27441 46.18 
contig_10534 49.17 
contig_6326 41.28 
contig_8988 52.88 
contig_18567 53.50 
contig_2773 52.34 
contig_18198 49.69 
contig_349 51.33 
contig_1039 31.55 
contig_27796 35.69 
contig_30271 40.63 
contig_1465 47.76 
contig_27359 58.49 
contig_7586 31.05 
contig_15938 63.82 
contig_13311 42.92 
contig_28839 53.55 
contig_25802 37.41 
contig_11310 51.70 
contig_7453 35.79 
contig_24437 45.03 
contig_9937 49.24 
contig_9773 33.53 
contig_2252 60.89 
contig_917 30.30 
contig_25396 52.62 
contig_24351 48.60 
contig_10035 58.82 
contig_10993 59.29 
contig_25220 58.55 
contig_9777 58.72 
contig_13268 55.28 
contig_21441 33.59 
contig_29636 56.00 
contig_8170 31.78 
contig_16113 49.68 
contig_1619 34.56 
contig_30644 44.63 
contig_19986 36.28 
contig_28686 56.76 
contig_28208 41.57 
contig_14073 35.69 
contig_24086 40.28 
contig_6293 57.28 
contig_30154 55.09 
contig_22836 44.54 
contig_13990 48.86 
contig_21316 31.37 
contig_23139 49.72 
contig_22518 59.88 
contig_4119 32.96 
contig_25070 38.50 
contig_21663 32.50 
contig_20298 46.02 
contig_17152 36.82 
contig_21604 62.21 
contig_1653 56.08 
contig_17843 47.44 
contig_15434 48.00 
contig_20698 54.41 
contig_28080 60.49 
contig_6488 58.37 
contig_14789 46.00 
contig_13298 33.55 
contig_28522 49.58 
contig_12494 38.02 
contig_29725 57.43 
contig_7856 49.38 
contig_25404 70.38 
contig_21277 58.63 
contig_17848 51.43 
contig_9213 33.14 
contig_18522 47.43 
contig_22967 71.89 
contig_4052 45.92 
contig_17478 63.13 
contig_21210 57.74 
contig_16604 59.85 
contig_6668 39.00 
contig_27738 46.66 
contig_8319 52.76 
contig_14550 46.72 
contig_23020 40.94 
contig_13782 46.91 
contig_6799 27.61 
contig_3017 46.47 
contig_28723 37.47 
contig_12524 68.48 
contig_7561 38.19 
contig_16198 58.96 
contig_26251 39.71 
contig_24698 39.99 
contig_18434 56.19 
contig_29615 49.34 
contig_2360 68.13 
contig_22214 44.86 
contig_1738 44.76 
contig_12201 46.06 
contig_19926 46.78 
contig_7416 52.54 
contig_2296 62.36 
contig_4214 63.23 
contig_23199 50.10 
contig_27296 46.99 
contig_9400 34.28 
contig_11063 46.19 
contig_13571 51.70 
contig_26724 38.81 
contig_15543 56.75 
contig_17580 55.83 
contig_26224 55.50 
contig_10473 48.50 
contig_5384 38.71 
contig_335 50.69 
contig_24007 49.44 
contig_18135 46.99 
contig_17460 47.32 
contig_18817 33.04 
contig_15533 34.50 
contig_22511 50.75 
contig_18612 64.67 
contig_8417 39.79 
contig_30425 51.19 
contig_6004 46.92 
contig_8697 49.18 
contig_17705 34.02 
contig_18584 35.48 
contig_21602 39.64 
contig_21283 46.25 
contig_30048 45.39 
contig_5015 54.12 
contig_18722 43.52 
contig_22734 64.25 
contig_29789 50.81 
contig_19629 54.43 
contig_12415 50.67 
contig_8207 30.38 
contig_17428 35.05 
contig_19911 45.77 
contig_19846 38.20 
contig_16506 66.83 
contig_30483 67.32 
contig_7788 54.91 
contig_27964 49.32 
contig_17496 41.76 
contig_15706 27.98 
contig_911 52.29 
contig_9704 37.26 
contig_12020 38.94 
contig_1229 43.23 
contig_15819 52.31 
contig_13263 60.59 
contig_22181 36.93 
contig_16524 38.81 
contig_11996 57.30 
contig_28566 51.32 
contig_15574 44.75 
contig_26275 54.07 
contig_20405 39.08 
contig_29077 31.92 
contig_10341 50.62 
contig_16641 48.13 
contig_6832 34.24 
contig_1336 49.77 
contig_2293 68.12 
contig_29067 40.45 
contig_19152 40.88 
contig_28500 32.89 
contig_24646 63.91 
contig_26555 40.86 
contig_313 51.98 
contig_12002 52.50 
contig_3234 62.53 
contig_13334 40.63 
contig_15947 56.38 
contig_4801 55.68 
contig_25674 44.82 
contig_7375 54.74 
contig_12729 58.92 
contig_30152 35.34 
contig_18886 39.04 
contig_28203 52.14 
contig_19327 42.73 
contig_11633 39.64 
contig_3365 23.99 
contig_18042 54.55 
contig_2822 47.13 
contig_11652 42.32 
contig_25586 46.68 
contig_4246 34.20 
contig_22708 49.78 
contig_11075 54.90 
contig_23349 64.68 
contig_25503 59.68 
contig_23839 47.86 
contig_19600 49.12 
contig_9306 45.38 
contig_11184 40.59 
contig_7374 57.44 
contig_16122 33.75 
contig_29273 64.52 
contig_11619 49.74 
contig_30547 50.18 
contig_7036 35.65 
contig_1734 47.72 
contig_26540 51.90 
contig_27905 50.37 
contig_7546 36.70 
contig_10587 44.50 
contig_8817 43.97 
contig_6113 50.41 
contig_23767 36.56 
contig_5508 47.98 
contig_15245 57.52 
contig_11593 49.64 
contig_9200 48.13 
contig_22018 41.42 
contig_30200 47.56 
contig_12497 49.15 
contig_293 53.19 
contig_9520 50.06 
contig_15076 64.71 
contig_11034 33.84 
contig_26240 37.50 
contig_23347 34.24 
contig_29837 42.88 
contig_29876 28.96 
contig_2463 52.79 
contig_22344 57.05 
contig_28495 51.88 
contig_16129 67.98 
contig_17897 50.44 
contig_7189 44.26 
contig_2471 57.30 
contig_11551 34.36 
contig_27818 57.26 
contig_17810 59.52 
contig_29442 53.47 
contig_24736 28.73 
contig_24981 44.42 
contig_25569 36.14 
contig_18084 32.73 
contig_1679 31.73 
contig_13724 59.49 
contig_18339 43.23 
contig_6270 30.68 
contig_8255 43.39 
contig_2244 59.12 
contig_5547 59.71 
contig_13211 34.48 
contig_19935 49.52 
contig_15644 38.59 
contig_29821 40.81 
contig_7996 56.64 
contig_18394 64.14 
contig_24608 48.34 
contig_16176 40.75 
contig_25660 39.83 
contig_8961 30.25 
contig_26085 38.79 
contig_10006 66.60 
contig_19701 28.11 
contig_16632 48.15 
contig_22011 46.76 
contig_18747 53.80 
contig_18845 43.36 
contig_31003 66.88 
contig_13747 52.90 
contig_24520 38.10 
contig_5461 34.34 
contig_12591 38.64 
contig_16134 57.28 
contig_19072 41.67 
contig_19393 52.33 
contig_28718 31.65 
contig_28942 55.31 
contig_11056 40.06 
contig_8060 65.05 
contig_26657 40.52 
contig_17757 32.41 
contig_30222 53.20 
contig_25349 43.27 
contig_23009 52.68 
contig_23608 46.52 
contig_22111 42.66 
contig_11037 58.88 
contig_22506 52.10 
contig_29276 52.70 
contig_29103 64.47 
contig_28318 47.97 
contig_3156 38.57 
contig_11808 45.96 
contig_9066 40.12 
contig_24803 53.89 
contig_29150 47.27 
contig_23832 43.82 
contig_15011 53.75 
contig_7462 35.38 
contig_11248 54.77 
contig_25040 38.97 
contig_2548 46.60 
contig_25029 30.97 
contig_20105 41.80 
contig_30479 46.18 
contig_30782 33.19 
contig_10612 47.61 
contig_11739 29.45 
contig_9108 53.16 
contig_15169 32.54 
contig_15146 36.00 
contig_14500 51.37 
contig_29183 55.28 
contig_29443 46.49 
contig_4415 48.93 
contig_15250 55.76 
contig_7276 50.77 
contig_22264 46.51 
contig_20627 58.71 
contig_27282 63.27 
contig_16083 36.63 
contig_30369 60.39 
contig_28114 55.95 
contig_22591 58.59 
contig_7909 47.40 
contig_6188 31.96 
contig_7435 34.88 
contig_19313 60.66 
contig_28975 50.01 
contig_724 33.42 
contig_21702 46.64 
contig_19250 36.86 
contig_2776 30.75 
contig_4979 51.31 
contig_14453 54.28 
contig_30506 45.92 
contig_10842 39.78 
contig_18201 46.05 
contig_20872 63.42 
contig_8673 44.77 
contig_12453 37.63 
contig_16119 30.66 
contig_18800 50.17 
contig_3926 39.18 
contig_25770 45.58 
contig_22196 42.62 
contig_29419 56.76 
contig_21043 28.28 
contig_29687 60.16 
contig_24881 50.75 
contig_21181 42.45 
contig_13850 46.53 
contig_24172 47.71 
contig_19067 48.54 
contig_6287 37.16 
contig_10165 37.36 
contig_26812 37.09 
contig_19150 53.10 
contig_7839 51.89 
contig_2973 43.39 
contig_29238 64.89 
contig_22223 46.72 
contig_13415 33.68 
contig_8895 39.26 
contig_22389 72.78 
contig_10914 54.44 
contig_19004 41.82 
contig_15893 49.47 
contig_7972 44.20 
contig_20720 56.48 
contig_11126 58.73 
contig_548 50.81 
contig_1133 45.72 
contig_18185 39.87 
contig_7068 34.25 
contig_3330 51.90 
contig_19010 64.62 
contig_3006 42.15 
contig_19251 38.84 
contig_18256 52.90 
contig_4001 55.91 
contig_345 41.12 
contig_21779 44.19 
contig_24363 62.55 
contig_10257 47.24 
contig_24663 33.50 
contig_24374 53.82 
contig_19923 64.15 
contig_21970 47.40 
contig_13518 54.33 
contig_1470 41.33 
contig_30807 64.04 
contig_16420 33.04 
contig_6262 46.91 
contig_23747 70.86 
contig_7125 61.73 
contig_22886 61.74 
contig_9574 36.44 
contig_22362 55.21 
contig_788 41.37 
