Assembly	contigs(>=0bp)	contigs(>=1000bp)	contigs(>=5000bp)	contigs(>=10000bp)	contigs(>=25000bp)	contigs(>=50000bp)	Totallength(>=0bp)	Totallength(>=1000bp)	Totallength(>=5000bp)	Totallength(>=10000bp)	Totallength(>=25000bp)	Totallength(>=50000bp)	contigs	Largestcontig	Totallength	Referencelength	GC(%)	ReferenceGC(%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	misassemblies	misassembledcontigs	Misassembledcontigslength	localmisassemblies	unalignedmis.contigs	unalignedcontigs	Unalignedlength	Genomefraction(%)	Duplicationratio	N'sper100kbp	mismatchesper100kbp	indelsper100kbp	Largestalignment	Totalalignedlength	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
r103-il_bin.0100	7	7	7	6	4	3	833787	833787	833787	824297	790665	746399	7	477949	833787	729280	33.33	33.56	477949	477949	199589	199589	1	1	2	2	11	1	477949	12	2	1 + 5 part	291404	73.790	1.008	0.24	1149.89	111.12	88925	542383	16793	24226	-	10	7	-
r103_bin.0106	10	10	9	7	4	3	868578	868578	863680	844187	791876	747448	10	478656	868578	729280	33.30	33.56	478656	478656	199859	199859	1	1	2	2	11	1	478656	9	2	1 + 5 part	301013	76.897	1.012	0.00	1161.57	216.12	89005	567209	14652	24314	4543	11	7	24
r104-il_bin.0046	19	19	19	15	8	4	699418	699418	699418	668934	563686	402597	19	137471	699418	729280	33.43	33.56	58979	58979	37311	31434	4	4	7	8	6	4	275571	8	2	2 + 10 part	209747	66.697	1.007	0.00	1028.57	89.43	104153	488772	15636	12982	-	11	12	-
r104_bin.0061	16	16	16	14	9	4	700402	700402	700402	686583	593892	402627	16	137455	700402	729280	33.28	33.56	59001	59001	37342	31407	4	4	7	8	7	5	294328	4	1	2 + 10 part	240753	62.864	1.003	0.00	946.44	130.22	104182	459561	16254	12984	-	11	12	-
r9-il_bin.0049	6	6	4	2	2	2	792449	792449	787311	771967	771967	771967	6	598310	792449	729280	33.50	33.56	598310	598310	598310	598310	1	1	1	1	15	2	771967	19	0	3 + 2 part	232303	76.746	1.001	0.00	949.80	74.50	105028	560146	24622	40612	7563	6	5	16
r9_bin.0161	13	13	11	6	4	2	937461	937461	932321	893800	862494	772168	13	598302	937461	729280	33.67	33.56	598302	598302	173866	598302	1	1	2	1	17	2	772168	14	1	8 + 3 part	362025	78.328	1.007	0.00	951.63	126.92	108454	575436	16414	27820	7563	10	5	17
ilmn_bin.0003	809	809	67	13	0	0	2022406	2022406	521952	166257	0	0	809	24159	2022406	2463442	58.16	58.98	3053	2340	1729	1206	195	278	422	651	19	19	56943	13	1	116 + 18 part	259819	68.369	1.047	0.00	670.39	38.65	24159	1756193	2559	1883	1362	-	213	312	490	-
r103-il_bin.0006	18	18	18	17	14	11	2225602	2225602	2225602	2216188	2168701	2052016	18	356607	2225602	2463442	59.12	58.98	228794	218697	128731	103925	4	5	7	9	36	12	2049248	34	0	0 + 11 part	164251	81.724	1.024	0.45	545.60	62.39	294240	2060009	64349	62333	29063	24495	9	11	21	27
r103_bin.0073	20	20	19	17	14	11	2238623	2238623	2235676	2217441	2169923	2053165	20	356695	2238623	2463442	59.15	58.98	228812	218853	128730	103971	4	5	7	9	36	12	2050310	35	0	1 + 11 part	174984	81.646	1.026	0.00	550.89	82.73	294517	2062553	64379	62281	29087	24525	9	11	21	27
r104-il_bin.0024	22	22	21	20	18	14	2413097	2413097	2408277	2403102	2370677	2207834	22	496224	2413097	2463442	58.80	58.98	195698	195698	86991	73556	4	4	8	9	44	15	2108439	47	0	0 + 15 part	239823	87.004	1.014	0.00	539.40	54.73	284351	2172785	52343	52343	26825	24697	12	12	27	28
r104_bin.0014	23	23	21	20	18	14	2418611	2418611	2408843	2403668	2371252	2208356	23	496377	2418611	2463442	58.79	58.98	195794	195794	86994	73586	4	4	8	9	45	15	2108877	42	0	1 + 15 part	245280	87.001	1.014	0.00	539.89	69.01	284343	2173090	54596	54596	26874	24772	12	12	27	28
r9-il_bin.0011	30	30	20	18	12	11	2353824	2353824	2325341	2310633	2220523	2189350	30	485314	2353824	2463442	58.69	58.98	227316	227316	151081	151081	4	4	7	7	49	12	2220523	36	0	10 + 13 part	203169	86.015	1.015	0.13	520.12	59.51	216196	2150241	65702	63514	27090	22977	11	12	25	28
r9_bin.0100	34	34	21	19	13	11	2408498	2408498	2371694	2356958	2266791	2190663	34	485481	2408498	2463442	58.76	58.98	227544	227544	151132	151132	4	4	7	7	49	12	2221859	43	0	14 + 13 part	256905	85.976	1.016	0.00	528.10	107.37	216227	2150946	63546	63546	26144	23001	12	12	26	28
r9-il_bin.0089	124	124	119	108	57	25	3787845	3787845	3766920	3684914	2843240	1665918	124	98214	3787845	4874090	64.43	64.52	47844	32751	25430	10335	30	44	57	106	24	18	885291	30	2	5 + 40 part	372050	69.225	1.012	3.12	439.23	341.78	98213	3411502	30781	22749	16558	37	57	78
r103-il_bin.0020	181	181	173	136	39	5	3384454	3384454	3352204	3084672	1413120	274756	181	59865	3384454	4549153	66.16	66.48	23129	18215	15454	-	51	79	94	-	39	27	738205	30	7	36 + 84 part	1090304	50.102	1.007	1.65	972.22	207.31	41398	2291800	11954	1536	-	89	179	-
r104-il_bin.0033	225	225	195	136	56	11	3982383	3982383	3871892	3444039	2188186	657429	225	85665	3982383	4549153	66.17	66.48	26985	22983	14238	10444	49	60	98	133	39	31	993371	22	4	43 + 78 part	1081196	63.428	1.005	0.98	884.58	147.60	67218	2896018	13105	10124	-	80	104	-
r104_bin.0020	224	224	197	138	55	11	3974457	3974457	3875881	3443044	2152694	657265	224	85656	3974457	4549153	66.10	66.48	26937	22728	13975	10455	49	61	99	135	38	30	975065	20	4	40 + 81 part	1056609	63.822	1.005	0.00	970.36	261.97	67174	2912915	13210	10122	-	79	104	-
r9-il_bin.0168	67	67	66	60	46	40	6123414	6123414	6120272	6071452	5804023	5609897	67	333517	6123414	4549153	65.81	66.48	157261	182712	93515	142372	14	10	27	17	89	31	4244871	29	9	4 + 50 part	1821465	93.835	1.008	2.35	791.29	138.52	143093	4301586	31667	40438	26477	57	35	69
r9_bin.0159	67	67	66	60	46	40	6124953	6124953	6121809	6072966	5805564	5611450	67	333544	6124953	4549153	65.83	66.48	157258	182742	93579	142374	14	10	27	17	91	32	4334077	27	8	4 + 51 part	1822082	93.819	1.008	0.00	681.52	196.28	143035	4302955	31666	40372	26481	57	35	69
ilmn_bin.0018	275	275	78	15	0	0	1236881	1236881	619534	189947	0	0	275	20412	1236881	1902951	59.85	60.00	5013	3269	3409	-	78	162	154	-	4	4	17016	1	0	10 + 4 part	65663	60.927	1.010	0.00	207.95	5.09	20409	1170781	4702	2767	2888	82	173	165
r104-il_bin.0094	88	88	70	51	21	9	2339565	2339565	2288588	2144591	1680848	1282015	88	517948	2339565	1902951	60.11	60.00	62838	107479	20497	37738	8	5	25	13	6	4	279979	12	5	7 + 22 part	952840	68.272	1.067	0.77	1368.32	46.64	63550	1384501	7305	11669	-	68	43	-
r104_bin.0015	91	91	71	51	21	9	2352111	2352111	2296878	2144616	1680956	1282066	91	518012	2352111	1902951	60.14	60.00	62855	107476	20493	37740	8	5	25	13	6	4	279906	11	6	13 + 21 part	994112	66.633	1.071	0.00	1326.83	110.17	63561	1355777	6581	10848	-	70	43	-
ilmn_bin.0096	106	106	103	93	58	32	4187931	4187931	4177357	4099078	3534192	2658119	106	211125	4187931	5422390	61.29	59.72	64206	45584	32195	10876	23	34	45	90	7	6	191116	0	0	0 + 2 part	4919	77.032	1.001	0.00	7.64	0.34	211125	4181146	63847	43013	31625	10523	23	34	46	94
r103-il_bin.0043	11	11	5	4	4	2	4747540	4747540	4731623	4724427	4724427	4656879	11	4599653	4747540	5422390	61.00	59.72	4599653	4599653	4599653	4599653	1	1	1	1	9	2	4634409	3	0	4 + 4 part	23149	87.073	1.001	0.00	7.24	3.33	2791500	4724391	2791500	2791500	791671	662687	1	1	2	3
r103_bin.0063	12	12	7	5	4	2	4766336	4766336	4753220	4737057	4724582	4657024	12	4599778	4766336	5422390	60.94	59.72	4599778	4599778	4599778	4599778	1	1	1	1	9	2	4634544	4	0	3 + 4 part	18901	87.481	1.001	0.00	18.30	20.24	2791693	4747383	2791693	2791693	791683	662704	1	1	2	3
r104-il_bin.0003	6	6	6	6	6	6	4518494	4518494	4518494	4518494	4518494	4518494	6	2259511	4518494	5422390	61.27	59.72	2259511	1093007	418444	330622	1	2	3	4	9	3	3683140	0	0	0 + 2 part	7315	83.176	1.000	0.00	1.84	0.78	1746360	4511179	589442	423520	266173	209878	2	3	5	8
r104_bin.0022	6	6	6	6	6	6	4518399	4518399	4518399	4518399	4518399	4518399	6	2259461	4518399	5422390	61.27	59.72	2259461	1092994	418420	330618	1	2	3	4	9	3	3683073	0	0	0 + 2 part	7326	83.176	1.000	0.00	4.70	3.79	1746322	4511073	589433	423509	266171	209876	2	3	5	8
r9-il_bin.0013	8	8	6	5	4	3	4664878	4664878	4657844	4649755	4637312	4604542	8	3767588	4664878	5422390	61.10	59.72	3767588	3767588	3767588	762078	1	1	1	2	7	2	4529666	3	0	2 + 1 part	11501	85.727	1.001	0.00	3.51	1.55	1948777	4653376	896949	896949	662686	234145	2	2	3	5
r9_bin.0077	10	10	7	6	5	3	4708845	4708845	4697059	4688972	4676488	4604200	10	3767288	4708845	5422390	60.83	59.72	3767288	3767288	3767288	762031	1	1	1	2	7	2	4529319	1	0	4 + 1 part	56153	85.719	1.001	0.00	10.74	26.51	1948605	4652691	896875	896875	527891	234140	2	2	4	5
ilmn_bin.0005	555	555	134	54	13	1	2523618	2523618	1651862	1076404	440719	60036	555	60036	2523618	1598155	31.95	31.19	8511	14439	3002	8812	75	32	200	68	4	4	78694	9	1	378 + 27 part	1114076	86.853	1.015	0.00	258.13	16.35	60036	1407555	3441	13850	-	5210	96	33	-	81
r103-il_bin.0090	52	52	45	28	13	9	2468322	2468322	2440117	2312896	2063369	1902854	52	526913	2468322	1598155	31.30	31.19	362158	367740	69726	362158	3	2	9	3	19	6	1213048	19	4	29 + 21 part	1049233	83.880	1.059	0.49	447.28	36.48	366256	1419051	23177	107144	-	39288	11	4	-	10
r103_bin.0093	40	40	37	26	13	9	2363507	2363507	2353014	2274719	2064474	1903744	40	527113	2363507	1598155	31.25	31.19	362271	367805	77253	362271	3	2	8	3	19	6	1213465	21	3	21 + 16 part	947482	83.908	1.056	0.00	484.80	51.83	366690	1414872	59524	108218	-	39291	9	4	-	10
r104-il_bin.0064	9	9	9	9	9	8	2072705	2072705	2072705	2072705	2072705	2028794	9	572644	2072705	1598155	31.26	31.19	492627	492627	221232	337115	2	2	4	3	12	3	1402386	16	4	0 + 7 part	544690	93.528	1.022	0.00	327.48	28.17	296851	1528013	96562	148741	-	86376	7	4	-	8
r104_bin.0018	9	9	9	9	9	8	2072996	2072996	2072996	2072996	2072996	2029083	9	572639	2072996	1598155	31.26	31.19	492629	492629	221306	337254	2	2	4	3	12	3	1402522	16	4	0 + 7 part	543652	93.546	1.023	0.00	330.10	32.98	297104	1529430	96568	148740	-	86375	7	4	-	8
r9-il_bin.0117	13	13	12	11	11	8	2027510	2027510	2023394	2015701	2015701	1887966	13	643430	2027510	1598155	31.25	31.19	478441	478441	157950	176452	2	2	5	3	20	5	1631005	13	2	0 + 10 part	494964	93.875	1.022	0.00	300.61	27.99	339556	1532329	65478	112441	1633	57031	7	5	28	10
r9_bin.0126	14	14	13	12	11	8	2038913	2038913	2034795	2027076	2016429	1888685	14	643560	2038913	1598155	31.21	31.19	478595	478595	158011	176559	2	2	5	3	20	5	1631518	11	2	1 + 10 part	505931	93.867	1.022	0.00	276.17	38.93	339630	1532778	65553	112456	1249	57030	7	5	34	10
ilmn_bin.0047	17	17	16	13	7	3	560537	560537	556137	530564	435460	266190	17	112806	560537	715424	34.21	34.07	48381	39966	37791	8983	4	6	7	14	0	0	0	1	0	0 + 1 part	1099	78.014	1.002	0.00	45.51	1.79	112041	558673	48381	39966	37791	8983	4	6	7	14
r103-il_bin.0122	3	3	3	2	2	1	756335	756335	756335	747896	747896	711512	3	711512	756335	715424	34.29	34.07	711512	711512	711512	711512	1	1	1	1	1	1	711512	1	0	2 + 0 part	44823	99.407	1.000	0.00	24.47	1.27	628438	711512	628438	628438	628438	628438	1	1	1	1
r103_bin.0029	3	3	3	2	2	1	756378	756378	756378	747935	747935	711515	3	711515	756378	715424	34.29	34.07	711515	711515	711515	711515	1	1	1	1	1	1	711515	1	0	2 + 0 part	44863	99.407	1.000	0.00	20.53	4.22	628441	711515	628441	628441	628441	628441	1	1	1	1
r104-il_bin.0015	6	6	6	6	4	4	716701	716701	716701	716701	692278	692278	6	269238	716701	715424	34.06	34.07	178367	178367	178296	178296	2	2	3	3	0	0	0	1	0	0 + 1 part	8488	98.832	1.002	0.00	25.60	1.27	269238	707767	177850	177850	169879	169879	2	2	3	3
r104_bin.0074	8	8	8	7	5	4	752628	752628	752628	746022	721602	692264	8	269240	752628	715424	34.27	34.07	178367	178367	178276	178276	2	2	3	3	0	0	0	1	0	2 + 1 part	44432	98.832	1.002	0.00	27.44	4.67	269240	707764	177844	177844	169879	169879	2	2	3	3
r9-il_bin.0208	2	2	2	2	2	2	725793	725793	725793	725793	725793	725793	2	577474	725793	715424	34.04	34.07	577474	577474	577474	577474	1	1	1	1	1	1	577474	1	0	0 + 1 part	14336	99.399	1.000	0.00	26.58	0.84	435467	711457	435467	435467	148319	148319	1	1	2	2
r9_bin.0146	2	2	2	2	2	2	725491	725491	725491	725491	725491	725491	2	577172	725491	715424	34.05	34.07	577172	577172	577172	577172	1	1	1	1	1	1	577172	1	0	0 + 1 part	14042	99.399	1.000	0.00	8.58	1.83	435460	711449	435460	435460	148319	148319	1	1	2	2
ilmn_bin.0036	237	237	100	21	1	0	1341559	1341559	847869	299114	25988	0	237	25988	1341559	1158972	42.98	42.60	6459	7202	4214	4834	69	55	135	105	1	1	9066	0	1	120 + 15 part	634766	60.788	1.003	0.00	617.30	166.50	24589	705544	2942	3826	-	102	75	-
r103-il_bin.0123	55	55	52	46	23	10	1752685	1752685	1740528	1692735	1334629	834633	55	128252	1752685	1158972	42.35	42.60	49966	83077	25543	49966	11	6	23	11	14	10	511644	9	2	18 + 26 part	852742	76.722	1.012	0.00	963.69	245.84	71605	899634	3442	28069	3701	38	13	36
r103_bin.0069	63	63	52	42	24	10	1769410	1769410	1729196	1650378	1368660	834886	63	128329	1769410	1158972	43.04	42.60	49960	83125	26553	49960	11	6	23	11	12	9	497699	10	2	30 + 22 part	882443	75.952	1.008	0.00	1002.77	283.32	71609	886658	564	28070	3442	45	13	36
r104-il_bin.0026	61	61	52	39	19	9	1571206	1571206	1540176	1443869	1087954	735975	61	119207	1571206	1158972	42.53	42.60	42314	69157	21651	37982	11	7	23	13	11	6	446750	5	1	27 + 22 part	731686	71.767	1.009	0.25	1023.97	225.06	77664	839440	7397	25747	-	29	14	-
r104_bin.0064	58	58	52	39	19	9	1561921	1561921	1540261	1443954	1087979	736031	58	119208	1561921	1158972	42.56	42.60	42296	69186	21649	37981	11	7	23	13	11	6	446778	6	1	24 + 22 part	722494	71.753	1.009	0.00	990.86	231.36	77664	839347	7397	25747	-	29	14	-
r9-il_bin.0146	14	14	13	13	12	9	1501410	1501410	1498101	1498101	1487122	1364029	14	261493	1501410	1158972	42.55	42.60	156605	167656	102831	139164	4	3	7	5	11	5	802992	7	2	1 + 11 part	617029	76.277	1.000	0.00	1144.07	241.96	127215	884381	33780	43582	4945	12	8	20
r9_bin.0183	17	17	16	16	15	9	1627965	1627965	1624655	1624655	1613678	1364094	17	261430	1627965	1158972	42.47	42.60	156603	167661	91281	139196	4	3	8	5	11	5	803030	7	3	1 + 14 part	721600	77.513	1.009	0.00	1098.68	247.68	127214	906367	18745	43584	8172	15	8	20
ilmn_bin.0085	161	161	46	3	0	0	723044	723044	316033	35292	0	0	161	13398	723044	1556904	33.98	33.06	4609	-	3418	-	56	-	101	-	6	6	31036	1	0	21 + 5 part	115622	38.882	1.003	0.00	250.43	26.60	13398	606338	3927	-	2881	-	62	-	116	-
r103-il_bin.0044	60	60	55	43	23	9	1682171	1682171	1662730	1576392	1228516	755386	60	174365	1682171	1556904	33.06	33.06	46634	46985	23292	27162	11	10	25	21	54	26	1130248	19	2	10 + 26 part	362919	82.793	1.023	1.37	287.12	70.52	69708	1318515	17280	17534	3921	7103	27	24	74	56
r103_bin.0076	50	50	48	38	22	8	1535208	1535208	1526687	1453258	1172029	698649	50	174418	1535208	1556904	33.04	33.06	46653	46653	25794	25794	10	10	22	22	50	24	1067638	19	1	2 + 26 part	265125	79.607	1.025	0.00	294.66	132.89	69726	1269370	17501	17501	6561	5547	24	24	57	60
r104-il_bin.0098	108	108	81	47	21	5	1697711	1697711	1595046	1339120	972778	457000	108	154047	1697711	1556904	34.19	33.06	28013	29096	11430	13510	17	15	42	33	40	23	793553	17	2	26 + 29 part	431122	79.822	1.019	1.47	253.39	51.50	86856	1264872	11395	12868	-	4438	36	30	-	79
r104_bin.0032	100	100	78	49	21	5	1668423	1668423	1586878	1362681	972566	456745	100	154041	1668423	1556904	34.03	33.06	28687	29094	11809	13510	16	15	40	33	40	23	793355	18	1	19 + 28 part	403437	79.707	1.019	0.00	216.93	61.89	86854	1263071	11429	12868	1433	4444	35	30	107	79
r9-il_bin.0008	24	24	21	16	14	11	1703968	1703968	1691564	1650494	1624889	1530893	24	343703	1703968	1556904	33.07	33.06	144059	144059	78388	125597	4	4	8	6	57	11	1518475	9	1	6 + 11 part	287342	88.096	1.033	1.35	239.65	53.73	103950	1415420	35357	37322	9061	18906	15	13	35	26
r9_bin.0129	24	24	21	16	14	11	1703848	1703848	1691441	1650396	1624788	1530807	24	343614	1703848	1556904	33.06	33.06	144063	144063	78371	125627	4	4	8	6	57	11	1518368	9	1	6 + 11 part	287304	88.101	1.033	0.00	177.74	64.96	104015	1415339	35363	37323	9058	18906	15	13	35	26
ilmn_bin.0028	426	426	101	32	0	0	1626314	1626314	910825	457731	0	0	426	22613	1626314	1962367	47.66	46.95	5583	4387	3012	1581	83	117	182	303	15	14	97624	4	0	81 + 7 part	169420	72.543	1.023	0.00	256.82	13.07	22613	1453343	5199	4148	2353	-	87	123	198	-
r103-il_bin.0041	25	25	22	20	12	10	1875229	1875229	1863177	1851527	1720028	1635109	25	378674	1875229	1962367	47.23	46.95	258480	178454	90700	87242	3	4	7	8	36	9	1518738	15	0	12 + 7 part	230232	82.568	1.015	0.00	139.36	24.19	203756	1644777	69235	58381	33662	26637	8	9	19	21
r103_bin.0055	27	27	22	18	12	10	1866871	1866871	1848790	1819636	1719426	1634427	27	378626	1866871	1962367	47.40	46.95	258492	178454	90692	87325	3	4	7	8	34	9	1518148	13	0	12 + 8 part	220789	82.820	1.013	0.00	146.32	35.38	203765	1645867	69232	58381	33443	26665	8	9	19	21
r104-il_bin.0017	17	17	17	17	14	9	1749243	1749243	1749243	1749243	1694302	1498351	17	278199	1749243	1962367	47.53	46.95	228792	228792	83817	51938	4	4	7	9	23	12	1506377	16	0	0 + 12 part	87634	83.142	1.018	0.00	135.94	13.06	217962	1661609	83517	83026	37684	26557	6	7	14	19
r104_bin.0067	17	17	17	17	14	9	1749256	1749256	1749256	1749256	1694313	1498361	17	278218	1749256	1962367	47.53	46.95	228818	228818	83815	51939	4	4	7	9	24	13	1566601	14	0	0 + 12 part	87644	83.136	1.018	0.00	132.95	14.47	217912	1661500	83515	83136	37684	26558	6	7	14	19
r9-il_bin.0003	16	16	16	16	12	10	1499994	1499994	1499994	1499994	1439161	1381456	16	300592	1499994	1962367	47.26	46.95	230586	225295	71036	18177	3	4	6	14	29	10	1140298	10	0	0 + 7 part	72495	71.615	1.016	0.47	125.73	21.77	230099	1425498	84448	44217	33413	-	6	10	14	-
r9_bin.0166	19	19	16	14	12	10	1488558	1488558	1479168	1466964	1439272	1381577	19	300561	1488558	1962367	47.48	46.95	230658	225302	71032	6940	3	4	6	15	27	9	1128169	11	0	6 + 5 part	97554	69.985	1.013	0.00	120.29	27.23	229975	1388770	84449	44212	40068	-	6	10	13	-
ilmn_bin.0019	742	742	142	35	3	0	2560191	2560191	1244283	527301	90828	0	742	32565	2560191	4069013	40.00	38.41	4809	2220	2502	-	150	384	335	-	25	23	99850	15	2	235 + 27 part	628186	46.562	1.020	0.00	443.78	18.79	31661	1926273	3547	-	521	184	-	509
r103-il_bin.0079	13	13	13	12	11	10	2840729	2840729	2840729	2831928	2813955	2783471	13	766877	2840729	4069013	39.91	38.41	361618	236871	236871	-	3	5	5	-	64	10	2783471	53	0	0 + 10 part	355686	60.464	1.010	0.00	696.38	53.49	130574	2483234	54867	25800	22335	18	34	38
r103_bin.0118	16	16	16	15	12	10	2935748	2935748	2935748	2928769	2872808	2784631	16	767152	2935748	4069013	39.90	38.41	361547	237210	187680	-	3	5	6	-	64	10	2784631	46	0	0 + 10 part	360545	62.728	1.009	0.00	726.21	91.99	129859	2573501	53782	26576	22338	19	33	39
r104_bin.0110	9	9	9	9	8	7	3089611	3089611	3089611	3089611	3070258	3021311	9	803129	3089611	4069013	40.23	38.41	748641	651782	347394	48947	2	3	4	8	66	7	3021311	44	0	1 + 8 part	501496	63.499	1.002	0.00	680.78	63.05	197714	2588115	61929	34618	21661	17	28	38
r9-il_bin.0196	26	26	25	22	15	12	3051471	3051471	3046619	3024178	2905043	2823904	26	509294	3051471	4069013	39.82	38.41	323061	193736	168067	-	4	6	7	-	56	11	2718745	58	1	1 + 16 part	434234	63.331	1.016	0.00	576.38	46.06	165323	2617237	45271	28730	21663	19	33	43
r9_bin.0120	56	56	42	39	22	11	3359951	3359951	3324876	3304548	3041231	2655409	56	509731	3359951	4069013	38.58	38.41	323050	193781	97010	21485	4	6	9	23	67	18	2801111	57	4	17 + 26 part	599963	67.350	1.007	0.00	562.78	66.48	165374	2758936	40075	31505	14082	22	32	53
ilmn_bin.0026	76	76	63	46	19	5	1550218	1550218	1505058	1383227	946883	368443	76	101021	1550218	1957691	47.25	45.59	40344	22603	16181	5964	15	21	30	57	13	12	296977	3	0	2 + 1 part	8063	78.576	1.003	0.00	71.38	10.79	101021	1540347	32917	22261	14534	5592	16	23	34	65
r103-il_bin.0018	11	11	11	11	10	9	1713128	1713128	1713128	1713128	1688837	1642135	11	450458	1713128	1957691	46.18	45.59	435973	170540	113245	89190	2	3	5	7	37	9	1193594	11	0	0 + 5 part	46299	84.330	1.010	0.00	92.07	17.32	444761	1666263	107824	80896	52602	25374	4	6	10	16
r103_bin.0056	11	11	11	11	10	9	1713403	1713403	1713403	1713403	1689114	1642412	11	450493	1713403	1957691	46.18	45.59	435887	170547	113261	89312	2	3	5	7	37	9	1193841	11	0	0 + 5 part	46358	84.330	1.010	0.00	93.52	30.23	444763	1666352	107756	80913	52599	25410	4	6	10	16
r104-il_bin.0030	44	44	33	24	14	10	1827412	1827412	1792902	1734340	1598521	1436000	44	268467	1827412	1957691	46.09	45.59	129276	129276	59643	46390	5	5	9	11	17	9	1242324	6	0	25 + 3 part	315609	76.827	1.005	0.00	87.10	13.36	200268	1510540	99404	78187	16881	10605	7	8	18	26
r104_bin.0097	22	22	20	19	13	10	1657348	1657348	1650240	1644285	1557017	1442023	22	268479	1657348	1957691	46.46	45.59	144248	129274	86880	46394	4	5	8	11	18	10	1247194	6	0	1 + 3 part	112487	78.490	1.005	0.00	70.35	13.28	200266	1543485	102361	78180	32498	13322	6	8	13	24
r9-il_bin.0138	12	12	10	8	7	6	1750903	1750903	1744845	1733432	1716488	1673333	12	674056	1750903	1957691	46.41	45.59	297635	229863	198839	180869	2	3	4	5	35	7	1716488	10	0	5 + 4 part	75390	84.675	1.011	0.00	77.52	17.98	277505	1675154	101241	69836	37058	27401	6	8	14	18
r9_bin.0033	9	9	9	8	8	6	1755574	1755574	1755574	1748261	1748261	1673406	9	674165	1755574	1957691	46.26	45.59	297646	229850	198813	180896	2	3	4	5	38	8	1748261	11	0	0 + 5 part	48805	85.639	1.018	0.00	73.42	25.77	277574	1706410	101263	69835	37054	27399	6	8	14	18
ilmn_bin.0061	98	98	87	56	18	5	1562730	1562730	1520996	1303839	746930	292972	98	80265	1562730	2348834	36.72	35.75	24197	11767	12120	-	20	45	44	-	16	13	403153	9	0	6 + 5 part	71494	63.331	1.002	0.00	80.20	5.71	79026	1488957	17350	10333	10333	-	25	54	54	-
r103-il_bin.0076	55	55	38	28	16	11	2844628	2844628	2795551	2723882	2528380	2337737	55	543968	2844628	2348834	35.76	35.75	231938	383262	115521	223984	4	3	8	5	48	8	1958300	12	1	43 + 8 part	940467	80.661	1.005	0.56	140.93	21.48	189655	1903523	38528	52225	-	11760	17	12	-	31
r103_bin.0013	60	60	42	30	16	11	2883909	2883909	2832779	2750984	2528317	2337610	60	544031	2883909	2348834	35.76	35.75	231686	383250	115585	223980	4	3	8	5	47	8	1958412	12	1	49 + 7 part	989246	80.252	1.005	0.00	138.73	30.19	189691	1893356	37969	52419	-	15270	18	12	-	30
r104-il_bin.0078	19	19	19	17	12	10	1897976	1897976	1897976	1880930	1806384	1728378	19	358439	1897976	2348834	36.13	35.75	228961	181030	120030	39045	4	5	7	11	40	11	1730610	6	0	3 + 7 part	124289	75.280	1.003	0.00	120.07	16.06	179290	1773618	58060	41721	30569	1927	11	16	23	47
r104_bin.0071	19	19	19	17	12	10	1898029	1898029	1898029	1880986	1806442	1728465	19	358441	1898029	2348834	36.13	35.75	229004	181031	120018	39018	4	5	7	11	40	11	1730667	6	0	3 + 7 part	124226	75.281	1.003	0.00	120.97	18.72	179290	1773734	58061	41732	30569	1927	11	16	23	47
r9-il_bin.0118	18	18	18	17	12	8	2152558	2152558	2152558	2143101	2053301	1926635	18	552708	2152558	2348834	36.26	35.75	322633	322633	187208	113355	3	3	5	6	40	11	1970455	12	1	1 + 8 part	171362	81.997	1.029	0.00	169.16	21.70	345737	1980170	88541	82384	23864	18443	7	8	19	26
r9_bin.0168	17	17	17	16	11	8	2121024	2121024	2121024	2111568	2021764	1926810	17	552700	2121024	2348834	36.18	35.75	322672	322672	187206	113446	3	3	5	6	38	10	1938916	10	1	1 + 8 part	171272	81.011	1.025	0.00	169.85	32.58	345792	1948726	88541	82390	25399	17577	7	8	18	26
ilmn_bin.0073	119	119	33	8	2	0	502409	502409	304226	130428	56541	0	119	29312	502409	641420	32.19	32.57	6500	4489	2960	1439	24	37	52	101	3	3	31938	3	0	18 + 6 part	46999	69.821	1.017	0.00	308.59	15.85	29082	454631	5947	4097	2464	-	25	39	56	-
r103-il_bin.0005	1	1	1	1	1	1	576391	576391	576391	576391	576391	576391	1	576391	576391	641420	32.61	32.57	576391	576391	576391	576391	1	1	1	1	6	1	576391	3	0	0 + 1 part	21770	86.308	1.002	0.00	299.31	23.30	248227	554621	127139	127139	74966	41206	2	2	3	4
r103_bin.0060	6	6	4	3	2	1	650914	650914	644148	634524	621932	576440	6	576440	650914	641420	32.58	32.57	576440	576440	576440	576440	1	1	1	1	8	2	621932	7	0	4 + 2 part	54729	92.232	1.008	0.00	321.00	49.53	248276	596185	127143	127143	41249	41249	2	2	4	4
r104-il_bin.0096	8	8	5	5	4	1	717531	717531	708878	708878	693332	576763	8	576763	717531	641420	32.65	32.57	576763	576763	576763	576763	1	1	1	1	9	3	635973	16	0	4 + 4 part	115864	92.125	1.018	0.00	342.69	37.23	162463	601667	88319	88319	34716	53839	3	3	6	5
r104_bin.0099	1	1	1	1	1	1	576857	576857	576857	576857	576857	576857	1	576857	576857	641420	32.51	32.57	576857	576857	576857	576857	1	1	1	1	6	1	576857	9	0	0 + 1 part	25239	85.745	1.003	0.00	315.83	27.82	162846	551618	127137	88370	73626	53844	2	3	4	5
